id,home_team_abbr,away_team_abbr,date,is_night_game,,home_team_win,home_pitcher,away_pitcher,home_team_rest,away_team_rest,home_pitcher_rest,away_pitcher_rest,season,home_batting_batting_avg_10RA,home_batting_onbase_perc_10RA,home_batting_onbase_plus_slugging_10RA,home_batting_leverage_index_avg_10RA,home_batting_RBI_10RA,away_batting_batting_avg_10RA,away_batting_onbase_perc_10RA,away_batting_onbase_plus_slugging_10RA,away_batting_leverage_index_avg_10RA,away_batting_RBI_10RA,home_pitching_earned_run_avg_10RA,home_pitching_SO_batters_faced_10RA,home_pitching_H_batters_faced_10RA,home_pitching_BB_batters_faced_10RA,away_pitching_earned_run_avg_10RA,away_pitching_SO_batters_faced_10RA,away_pitching_H_batters_faced_10RA,away_pitching_BB_batters_faced_10RA,home_pitcher_earned_run_avg_10RA,home_pitcher_SO_batters_faced_10RA,home_pitcher_H_batters_faced_10RA,home_pitcher_BB_batters_faced_10RA,away_pitcher_earned_run_avg_10RA,away_pitcher_SO_batters_faced_10RA,away_pitcher_H_batters_faced_10RA,away_pitcher_BB_batters_faced_10RA,home_team_season,away_team_season,home_team_errors_mean,home_team_errors_std,home_team_errors_skew,away_team_errors_mean,away_team_errors_std,away_team_errors_skew,home_team_spread_mean,home_team_spread_std,home_team_spread_skew,away_team_spread_mean,away_team_spread_std,away_team_spread_skew,home_team_wins_mean,home_team_wins_std,home_team_wins_skew,away_team_wins_mean,away_team_wins_std,away_team_wins_skew,home_batting_batting_avg_mean,home_batting_batting_avg_std,home_batting_batting_avg_skew,home_batting_onbase_perc_mean,home_batting_onbase_perc_std,home_batting_onbase_perc_skew,home_batting_onbase_plus_slugging_mean,home_batting_onbase_plus_slugging_std,home_batting_onbase_plus_slugging_skew,home_batting_leverage_index_avg_mean,home_batting_leverage_index_avg_std,home_batting_leverage_index_avg_skew,home_batting_wpa_bat_mean,home_batting_wpa_bat_std,home_batting_wpa_bat_skew,home_batting_RBI_mean,home_batting_RBI_std,home_batting_RBI_skew,away_batting_batting_avg_mean,away_batting_batting_avg_std,away_batting_batting_avg_skew,away_batting_onbase_perc_mean,away_batting_onbase_perc_std,away_batting_onbase_perc_skew,away_batting_onbase_plus_slugging_mean,away_batting_onbase_plus_slugging_std,away_batting_onbase_plus_slugging_skew,away_batting_leverage_index_avg_mean,away_batting_leverage_index_avg_std,away_batting_leverage_index_avg_skew,away_batting_wpa_bat_mean,away_batting_wpa_bat_std,away_batting_wpa_bat_skew,away_batting_RBI_mean,away_batting_RBI_std,away_batting_RBI_skew,home_pitching_earned_run_avg_mean,home_pitching_earned_run_avg_std,home_pitching_earned_run_avg_skew,home_pitching_SO_batters_faced_mean,home_pitching_SO_batters_faced_std,home_pitching_SO_batters_faced_skew,home_pitching_H_batters_faced_mean,home_pitching_H_batters_faced_std,home_pitching_H_batters_faced_skew,home_pitching_BB_batters_faced_mean,home_pitching_BB_batters_faced_std,home_pitching_BB_batters_faced_skew,home_pitching_leverage_index_avg_mean,home_pitching_leverage_index_avg_std,home_pitching_leverage_index_avg_skew,home_pitching_wpa_def_mean,home_pitching_wpa_def_std,home_pitching_wpa_def_skew,away_pitching_earned_run_avg_mean,away_pitching_earned_run_avg_std,away_pitching_earned_run_avg_skew,away_pitching_SO_batters_faced_mean,away_pitching_SO_batters_faced_std,away_pitching_SO_batters_faced_skew,away_pitching_H_batters_faced_mean,away_pitching_H_batters_faced_std,away_pitching_H_batters_faced_skew,away_pitching_BB_batters_faced_mean,away_pitching_BB_batters_faced_std,away_pitching_BB_batters_faced_skew,away_pitching_leverage_index_avg_mean,away_pitching_leverage_index_avg_std,away_pitching_leverage_index_avg_skew,away_pitching_wpa_def_mean,away_pitching_wpa_def_std,away_pitching_wpa_def_skew,home_pitcher_earned_run_avg_mean,home_pitcher_earned_run_avg_std,home_pitcher_earned_run_avg_skew,home_pitcher_SO_batters_faced_mean,home_pitcher_SO_batters_faced_std,home_pitcher_SO_batters_faced_skew,home_pitcher_H_batters_faced_mean,home_pitcher_H_batters_faced_std,home_pitcher_H_batters_faced_skew,home_pitcher_BB_batters_faced_mean,home_pitcher_BB_batters_faced_std,home_pitcher_BB_batters_faced_skew,home_pitcher_leverage_index_avg_mean,home_pitcher_leverage_index_avg_std,home_pitcher_leverage_index_avg_skew,home_pitcher_wpa_def_mean,home_pitcher_wpa_def_std,home_pitcher_wpa_def_skew,away_pitcher_earned_run_avg_mean,away_pitcher_earned_run_avg_std,away_pitcher_earned_run_avg_skew,away_pitcher_SO_batters_faced_mean,away_pitcher_SO_batters_faced_std,away_pitcher_SO_batters_faced_skew,away_pitcher_H_batters_faced_mean,away_pitcher_H_batters_faced_std,away_pitcher_H_batters_faced_skew,away_pitcher_BB_batters_faced_mean,away_pitcher_BB_batters_faced_std,away_pitcher_BB_batters_faced_skew,away_pitcher_leverage_index_avg_mean,away_pitcher_leverage_index_avg_std,away_pitcher_leverage_index_avg_skew,away_pitcher_wpa_def_mean,away_pitcher_wpa_def_std,away_pitcher_wpa_def_skew
1222,GLO,JBM,2018/4/22,FALSE,FALSE,0,lodolni01,hicksjo03,1,1,5,5,2018,0.897923885,0.130715315,0.730350431,-0.168204635,0.592584311,0.313414991,,-0.439582383,2.15966286,-1.445277622,-0.070661107,-0.768410861,0.878352027,-0.286901793,1.811419899,-1.117243678,1.423638654,0.38048064,-0.666510716,-0.240650127,-1.05393736,,1.26243295,-1.102174115,1.466204117,-0.521065393,DET_2018,KCR_2018,0.412893857,1.522281345,0.342843951,0.728798336,-0.676595002,-1.967638523,0.326232213,-1.165606907,1.031491936,-2.248674397,0.227667886,1.760319965,-0.23894475,0.280870435,0.245362863,-2.522158589,-1.322604067,3.188501445,-0.401841263,3.950136357,0.016117791,-0.482951094,2.693651346,0.286838523,-0.591884239,2.792809635,-0.256421759,0.951469474,-0.655900113,-0.39785667,-0.330647651,,0.223801134,0.421364264,2.008619947,-0.380923472,-0.200023873,,-0.559286467,-0.48699818,-1.461542228,-0.270848756,-1.13105246,-2.156006299,0.054404166,1.978214847,1.004393081,-0.980036437,-2.378286795,-2.029553526,0.925095196,-2.045204315,-1.857175685,1.841543191,-0.696258875,-0.563942761,-1.310611904,-1.219729963,-0.030643405,-1.751826631,0.136861808,0.542319998,0.445927506,-0.323345284,-0.67282479,-0.143913112,,0.377451231,-0.167385702,-0.027119397,1.52477937,-0.252759754,1.491314664,2.630115927,-0.193432074,-1.643489495,-0.154607203,-0.771052046,0.086799977,1.89252041,-0.533982011,0.345740389,-0.118175791,-0.376354255,,0.600752552,-0.691617075,-1.45927795,1.599274414,2.754009972,-0.692772749,-0.833871634,-2.56274904,-0.258576018,0.068690707,1.370844176,-1.082899012,-1.274376497,1.070547603,1.013342012,-1.081378326,-3.050804574,-0.19117688,-0.863242632,1.558978087,0.963188058,-1.798214804,2.782547573,1.352722078,-0.969087617,,-1.157436544,1.35852407,,1.601359397,-0.550514606,,-0.576433603,-1.264855198,,0.768387601,-0.565893274,,-3.620207649,-2.686509521,
2563,STC,FBW,2018/4/22,FALSE,FALSE,0,diazmi02,johnsji04,1,1,,,2018,-1.091428416,-0.870951848,-0.971689024,-0.32009046,-1.09375634,,-0.116309162,-0.034281182,0.015216447,-0.647647114,0.607856317,-0.874388701,1.973056699,-0.102353105,-2.022942906,-0.007562015,-1.988466164,-1.035273439,-0.489678193,-0.021394657,-0.591126751,0.963245683,-1.034587832,1.300694945,-1.617117571,-0.689854986,BAL_2018,CLE_2018,0.335350194,0.597025631,-0.02314672,-0.069623489,0.044645656,-0.809010149,-1.983651066,-1.429755981,0.664195657,,-0.425658089,-2.598669207,-1.882899445,-0.560441489,2.156696714,0.47014828,,-0.492918628,-1.729812549,0.73046818,-0.115775815,-1.484237676,-0.98731498,-1.825472424,-1.531593518,-0.173915079,-0.192083067,0.574642561,0.683485951,-1.36354189,-1.436438125,-1.274352953,0.782556448,-1.470275817,-0.991185331,-0.555946304,-1.976337314,0.518144483,0.680119979,-1.429249372,-1.934394066,1.069772293,-1.412022359,-0.560898291,1.051652502,0.516799365,2.034294148,-0.607946235,-2.327043278,2.323188964,-2.519854613,-1.423443357,-1.709988385,-0.779516539,1.168946279,0.647048282,-0.975356575,-0.709869875,-1.228902259,-2.204296574,1.890805472,0.565706028,0.318644673,0.999011119,-0.62440799,-0.920409954,0.434246412,,-0.646817825,-1.394885224,1.524251499,0.226586893,-1.801451014,0.819194997,3.023876122,-0.047778438,-0.165573596,3.155536507,-1.998870095,0.57244984,0.435010817,-1.510166998,-3.473164096,-0.651014737,0.924473414,1.361352749,0.106668325,2.855902933,-0.096629041,-2.092351365,-0.506761225,,-0.938388411,-0.030194495,-1.963756478,-1.410605414,-0.590334244,-0.183394801,-0.740626548,0.967605454,-1.407318522,0.157492308,0.311644377,-0.013165676,-0.79720341,0.693707258,,0.858049827,,-0.834008856,-2.30004958,1.354932655,0.523363941,2.141549144,-1.685126639,-1.00407508,-0.838278233,-0.752217596,-1.352279853,-0.667221288,-0.292448315,-0.326376649,-1.514826968,,-0.376303119,1.14431725
2751,VJV,QPO,2018/4/22,FALSE,FALSE,0,delarru01,felizmi01,1,1,11,5,2018,0.132523173,0.068924159,,-1.914891628,-0.117453858,-1.039803225,-1.138093222,-1.085277133,-0.190980323,-1.179400786,0.307854094,0.345403135,0.881078277,0.452174804,-0.221046754,0.032522375,,-0.136892773,-0.897753245,-1.089347306,-3.581380462,1.999991726,-1.342544704,0.137387101,-1.589613161,-1.536217869,LAA_2018,SFG_2018,-1.137979395,-1.166492108,,-0.724692305,0.329787872,1.327370405,0.775760396,2.085580606,-0.573818212,-0.506937857,0.44810278,0.504088979,1.448848738,-0.212782208,-1.596256025,-0.878925664,0.11848537,0.922256298,0.913532235,1.274243749,0.501093518,0.3215389,0.064910165,1.262918166,0.713937267,0.540007593,-0.023129496,-2.118827124,-0.302053913,1.137872042,1.320116176,0.02762397,1.634411398,1.015374608,0.993361543,-1.401838915,-0.891703924,-0.144616588,-3.232688437,-1.747027908,1.925089293,,-1.516844512,0.517340993,-0.789379289,1.37792898,0.277287283,-0.714177038,-1.499271944,0.667650281,1.260595015,-1.962581046,-0.57625228,0.130070421,-0.025110587,-0.28310803,-0.716778852,0.53042683,0.720591659,0.399938917,-0.494643498,1.560213509,-0.268442409,1.572816529,0.362376084,0.904349125,-1.200040312,1.608436842,0.663231068,0.85730186,0.846718996,1.202614984,-0.884270279,-0.176341201,-0.134375231,-0.355393959,-0.229473888,1.511856585,-1.137965568,,-1.304806502,,0.721462832,-1.479457884,0.234646996,3.565655837,2.870584005,0.115999366,-0.028396872,1.682370833,-0.936018587,,,-1.142598452,,,-3.772831785,,,2.044347144,,,0.060233749,,,1.943118241,,,-1.423404059,-0.889302151,0.392543293,0.138612196,2.724714493,0.74654761,-1.655809926,1.200873158,1.819817219,-1.633652549,-0.606956245,1.499618423,-0.731784401,-0.937910317,-2.028230619,3.610612866,-0.963539895,-2.27816282
2959,PJT,HXK,2018/4/22,FALSE,FALSE,0,murfepe01,lewisco01,1,1,6,5,2018,-2.056798683,-1.596184892,-2.095081823,0.605032295,-1.537530196,0.619868989,0.834112201,0.479022918,0.723158692,,1.405382888,-0.304808559,0.400638301,,-1.389489432,2.39844144,-2.122285639,,-0.979368255,1.033849632,-2.391174122,1.848677529,0.569314264,2.471496595,-0.32180881,1.057815593,CHW_2018,HOU_2018,1.964679388,1.769287338,0.585217395,,-0.745109524,0.547124712,-2.717948234,0.275239852,0.327950504,2.13111827,-0.524931088,0.454083246,-2.323866116,-1.04823753,2.835287907,1.565175832,-0.304425521,-1.740693209,,-0.038211319,-1.323622428,-0.664479768,0.479553511,-0.664754793,-0.821215487,1.629220186,1.015867369,0.759993104,2.920372673,0.457843148,-1.421730453,-0.36685314,0.142176281,-0.810333653,1.808211773,1.396465348,0.503686893,0.741991064,-1.153242972,1.031419339,0.321831794,-1.241459725,0.307580743,0.61013244,-1.09312543,0.558035128,-0.319501388,-0.738722682,0.280036033,0.115151858,-0.083236101,0.645173179,0.632259832,-1.250849856,2.54035198,1.386228483,-1.203323172,-1.344105399,-1.18591271,-1.147807912,0.485530489,2.257898575,-0.583329153,3.618652478,1.066272559,-2.797411008,-0.866025507,1.331091283,0.753053024,-2.080010683,-0.334140215,1.000478452,-2.438684244,-1.465674532,1.02918892,2.79766909,-0.283604741,1.040693326,-2.064250851,,1.119570488,-0.76529168,-0.578480763,1.80797442,-0.631723254,-0.731458802,-0.907194374,2.02697044,-0.344256332,-1.07535015,-1.021870059,-0.769019176,-1.330295058,1.068972144,0.00116075,-0.422546967,-2.506106913,-1.499535157,1.304871781,1.88719554,-0.564236809,-1.972826352,0.039282863,-0.816061649,1.877132687,1.488150656,-1.535711431,-1.400511805,0.614065108,,0.567307749,2.579088416,0.424459155,-0.666995079,-0.304468185,0.650393563,-1.966710248,1.06787396,1.245852584,0.711458598,0.511215258,0.027397594,,-0.309055757,1.514118391,
3582,BPH,ECN,2018/4/22,FALSE,TRUE,1,syndeno01,buehlwa01,1,1,8,6,2018,-0.005386865,1.093356485,0.553833976,,0.50382954,-1.060463045,-0.456903849,-1.434834903,1.534199323,-1.445277622,-1.059924636,,-0.369035188,0.621534649,0.342661196,-0.519264956,-0.000792746,1.705113595,-0.179281257,-0.623196525,0.406237399,-1.588679898,0.569529987,-0.05339884,0.171301277,,STL_2018,CIN_2018,-0.091915387,-0.085438668,0.857307387,0.20619496,-0.608958013,-1.453667547,0.907160942,-1.104835223,0.705443962,-2.227230309,,-0.428114044,0.865792806,0.114404841,-0.91887439,-3.047080218,-2.209724347,4.398615146,-0.227580976,-0.873718305,-1.310633476,0.38508457,-0.602859499,0.890288833,0.063269224,-0.31780641,-0.296750199,-0.53133841,2.643347765,3.804136613,1.304660315,-0.819278296,-0.610440799,0.168909869,-0.761364171,2.140828775,,1.18671244,-0.779371534,-0.505012252,0.02203712,-0.197133748,-1.873584512,-0.569570073,-1.528408876,2.38281281,0.065749337,-1.118129105,-3.252478961,-1.306207622,2.076078537,-2.105293964,-0.587724363,0.788608353,-0.990084727,-1.326307526,0.36864973,-0.169420764,-0.354224054,0.329449493,-0.047837391,-1.508318474,0.881230773,1.123260606,-0.001478055,0.633587362,0.687143336,0.125752773,-0.056482451,-0.011042785,-0.285905861,-0.969122222,1.452087809,1.400802346,0.784938652,-1.290193263,-0.979913082,1.142752932,0.162384189,-0.038662186,-0.553828241,1.775052913,0.08704728,-0.103768412,-2.156930196,-1.692810377,1.706504174,-1.412352105,-1.262279022,2.57106669,-0.180252242,-0.526385459,-2.951550878,-0.657045115,,-1.833324187,0.471150586,-0.505866861,-2.702535351,-1.682768456,-0.608105246,1.51800479,-1.008261423,-0.56019082,1.754704045,-0.118234893,0.14916036,0.980614577,0.614295004,-0.516975913,-0.19805021,-0.06086797,-0.460861562,-0.741969807,0.22113361,-1.578838588,-0.81405772,-0.323030874,-0.113305147,-1.405303418,-1.272917873,-0.671677613,0.57934285,-1.251275212,0.62980249,2.01076119
4216,UPV,SAJ,2018/4/22,,TRUE,1,ryanri01,richaly01,1,1,6,5,2018,1.125475448,,1.228337249,-1.756101902,1.30262248,-0.003368917,,0.173595365,1.836621253,1.390741962,0.700418986,0.718619858,0.040680554,,-0.259611926,-0.305439742,0.821933333,0.266693716,-0.608390936,1.397660338,-1.531600082,0.172623222,-0.312682081,0.534390449,0.646252191,-0.163889504,NYY_2018,TOR_2018,2.366994155,0.476682848,-1.437580203,-0.41439655,-0.088975104,-0.448409663,0.423053668,2.101874564,-0.816186304,1.439708864,0.398375677,-0.135523467,0.221362565,0.280870435,-0.232470599,1.289228889,-0.108125276,-1.400818441,0.604612538,0.756374408,-0.600626758,1.656630721,-0.224182339,1.977149987,1.397076844,-0.622199164,0.839983445,-1.741097271,0.665809513,2.96582797,0.940422164,-0.308969605,-1.786716902,1.757887537,0.321170397,-1.06268917,-0.501678486,,-0.102918654,0.298797464,,-0.000499005,0.264118349,1.550601843,,1.434453696,0.624840841,,1.739036488,0.506565172,-0.448199938,,1.732372267,-0.511942128,0.312464994,-0.664022681,-2.322292366,1.909433598,-2.05591073,-1.03878182,-0.531193684,-0.070912694,-0.932042242,0.167423937,0.235913409,0.194616557,0.511785563,1.594551911,0.388399915,-0.619268805,-0.541491309,-0.705162833,-0.234966112,-3.028627331,-3.571171567,-0.092979379,-0.594780221,-1.655350371,0.706285873,,,0.385847632,-0.319279025,-0.302495748,0.174253632,-2.178505575,-0.80069801,0.259539202,,1.634219485,-0.631636094,-0.236190009,0.26976147,,-0.622300197,0.22582616,-1.591270737,0.779094893,0.532653709,0.146482315,-0.393753357,-0.538402772,-1.416803694,-0.813571354,-0.387809972,0.785575713,0.303712533,-2.094946158,-0.325878888,-0.638225496,-3.002112724,,,2.026906309,0.727379699,-0.006306168,1.627888916,-0.204456854,-1.287682392,-3.049905573,0.211180858,-0.168172591,-0.892648891,0.641193977,-1.25840419,-1.360246481
4676,GKO,MOO,2018/4/22,FALSE,FALSE,0,wrighmi01,johnser04,1,1,,8,2018,-1.339666485,-1.040064486,-1.042996996,-1.811333111,-0.472472942,0.946982807,1.200656959,0.991165696,-0.940161923,1.390741962,0.142563613,-0.042202885,-0.626829026,0.552187518,0.655285255,-0.179568352,,2.256484576,-0.265236915,0.058298965,-1.401295892,1.24212168,2.053418068,-1.359300868,0.540244813,2.06674446,COL_2018,CHC_2018,-1.245130638,-1.216790715,-0.010900081,1.309468755,1.460955312,-1.09786946,-0.84882817,-0.264084922,-1.951662225,1.097662411,0.689471554,0.871888404,0.388747043,0.256501354,-0.407369786,-0.011663843,0.295556132,0.007896732,-1.421627308,-1.459170917,-0.605601454,-1.221043956,-0.272668359,-0.68336914,-0.879259675,-1.159818899,-0.026482748,-1.105591761,-1.270984341,0.985827824,0.265515902,-2.049615387,1.139548957,-0.716030541,-1.956624186,-1.178303863,0.46093749,1.497627378,0.285902129,1.474837341,0.587693917,0.435397057,0.855745128,0.939807523,-0.002268229,0.649388204,0.353853894,1.169860868,0.343454441,5.555630997,-1.85713619,1.192960137,3.013599289,-0.615091576,0.70633855,1.948286356,-0.312595347,-0.433919631,-0.449493278,-2.28865859,-0.096527774,0.479439571,1.412567903,0.776635015,1.080227816,1.628479861,0.158792644,-0.456524517,2.18550229,0.316700087,1.148617465,0.357543981,-0.0673064,-0.943956928,-2.343056202,,-0.337056075,1.449338559,-0.88820291,-0.238420186,0.124050485,2.504339009,1.359063118,-0.657105386,-0.243131613,-0.254975284,1.384825291,-0.33949195,0.30320665,3.789331948,-0.270669676,0.181453123,0.401782859,0.052816208,0.597391146,-0.629626263,-1.452589272,-0.416942817,0.595349868,1.257239945,1.31771047,-1.53263992,-0.458300673,-0.250142529,1.033192335,-0.117359955,1.338742776,-2.667436668,2.195675358,1.608585033,-0.399149915,-1.426280712,0.491798002,2.049375451,0.614387348,,0.835608078,2.1186114,0.151390764,-0.299931266,0.254042915,,1.221766819,-0.886343624,,2.348010546
4875,RAV,GUT,2018/4/22,FALSE,TRUE,1,imanash01,birdja01,1,1,5,6,2018,0.491089272,0.849444026,0.955964177,,-0.117453858,-0.72646262,-0.96293024,-1.177021531,-0.940161923,-1.090775174,-1.025213635,0.40582384,-1.494017207,0.120648714,1.630081534,-0.251768805,-0.07635772,2.027549287,-1.15790109,0.624189061,-2.081704452,1.081803016,1.121242107,0.833015787,-0.353856793,3.543667591,MIL_2018,MIA_2018,2.411405525,1.465149174,-0.73605138,0.20619496,-0.133956401,-1.163837768,0.112784915,-0.192863819,0.287183575,-2.544126286,2.562877651,-1.434198589,0.786285179,0.145686803,-0.831729209,-2.179818397,-0.878610518,2.594096131,0.133017043,-0.540110052,-1.959467811,0.074069889,0.377473428,0.502553591,0.081915191,0.447177363,-0.53313347,0.499260761,0.475112513,-0.324285812,1.405410362,-0.061741451,0.667440077,-0.716030541,-0.526976663,-1.052211531,-1.018946266,-0.279446533,0.969123625,-0.966554604,0.044387634,-1.299397346,-1.864460727,,-0.460138672,0.542619297,1.229426934,-0.473028954,-1.301077422,0.593997967,-1.787833508,-1.74851167,-1.202154285,-1.185899921,-0.878707984,-0.96858642,-0.851991219,0.059709434,-2.132000898,0.032834862,-0.81098818,-0.062261273,-0.135373337,0.351058307,-0.858334073,-0.301713118,1.320253216,3.780795179,1.258586543,-0.232047857,0.292679258,1.075329486,2.3502498,4.275542714,1.30571838,-0.533313482,-1.651041705,-0.857415228,0.347257371,0.985125744,1.600769979,2.363622722,1.270481609,-0.433673009,-0.290775266,0.250621107,0.128646722,-1.962482755,3.684582457,4.508862857,-1.209670155,-0.828425076,,0.642260304,-0.395378825,,-2.176741394,0.343324175,,1.090736499,-1.266586327,,0.657333992,,,2.704314007,-2.359024058,,1.202254917,0.411584113,-0.213593014,0.865941086,-0.447729337,-0.989135523,-0.338627855,-0.539253693,-0.42874166,3.656736118,2.833091893,-0.99393397,0.350482543,-0.668473061,-0.50496088,-1.361022365,-0.450455256,1.670522001
5140,QDH,RLJ,2018/4/22,FALSE,TRUE,1,rodrica02,willibr02,1,1,6,5,,1.115132195,1.112869481,1.181577923,-1.03119228,1.746396335,1.780262217,1.210388236,1.726282201,-2.617228989,1.656618798,0.1896714,-0.244990368,0.558803245,-1.342419009,-1.087532335,1.555874679,-1.124362218,-0.45114765,-0.059249031,-0.722243064,0.495712757,-1.493011884,1.300400236,-0.327486811,-0.510880957,1.589819317,OAK_2018,BOS_2018,-0.253981641,-0.140590299,0.998948224,-2.276171079,-2.357788321,0.447091201,0.162557849,0.180117943,1.748772614,3.024188753,-0.234584969,1.168001863,-0.217025354,0.283095848,0.222554447,3.023752532,-2.209724347,,1.108661033,-0.028000317,0.493497757,1.393718742,-0.600258956,-1.255270564,1.089056728,-0.372370454,-0.718814798,-0.471864769,1.274981526,1.283542964,0.291384043,-0.31858287,-0.461193221,1.015374608,1.745693559,0.430838033,1.996144002,0.995309137,-4.801482453,,0.448568175,,1.931946274,1.638457757,-2.797360486,-2.057517612,1.151933553,3.517594663,2.364163728,-1.434498491,-1.081946581,2.176093571,1.01020177,-1.623462803,0.405865352,-0.423838053,-1.801443409,-1.361588156,0.487455162,0.699665973,1.316732335,2.7167637,-3.047346183,-2.137270793,-2.035247884,-0.984924789,-1.12250116,-0.308216255,0.404119318,-0.628169812,1.32627965,-0.972715325,-1.819066162,-1.147445752,1.344628207,1.623203631,-1.995120952,1.074246482,-1.411627639,-0.91042913,-0.871605705,-0.490290888,,1.417320024,-0.84639421,0.887857856,0.138562945,2.205863499,0.05983119,-0.946038677,-0.053989397,-0.514338281,-2.057051721,-0.76021426,-1.059311658,-2.829095636,,-1.403875683,0.264700322,-1.583409756,,-2.979330859,-1.212532559,,1.22462876,0.103124336,1.350209042,2.066755424,1.393183835,2.378910837,0.645261932,-0.34744629,-0.954845612,,-0.505998558,0.623298835,2.114133322,1.621923159,1.590008368,,-0.308521586,0.261410926,-1.202948351,1.781493659,2.432908804,-1.194289173
5748,KFH,ZQF,2018/4/22,FALSE,TRUE,1,festama01,kingmi01,1,1,5,,2018,0.680715574,1.174660638,0.214828865,-0.264859251,-0.117453858,-0.430338532,-0.259034555,-0.526681495,1.094312879,-0.647647114,-0.142562466,0.257840374,0.046418259,-0.097529374,0.303275488,0.489012849,0.46764535,0.044801319,-0.739324107,-0.380423632,-1.088287242,-0.731151222,,,,,TBR_2018,MIN_2018,-0.091915387,-0.551749007,-1.077738919,0.619922633,0.224434923,-1.439658638,-1.024427082,-0.531817163,1.157458572,,0.052782295,-1.326705406,-1.320666939,-0.114324415,1.432048386,0.277423431,0.276058668,-0.291397691,-0.104649833,-0.141319437,-0.180151657,0.145500219,0.41678028,0.654001394,-0.824311824,-0.096023473,0.096508783,0.909753651,0.330054537,-1.852120047,-0.827595389,1.838921583,0.349219441,-0.818632327,-0.935617788,-0.495120424,-0.354151133,-4.246261407,-1.177316913,-0.249176041,,0.723531377,-0.033317047,-2.102292337,-0.453743868,1.001097544,0.598554542,-0.352826037,-0.420062049,1.825797128,-0.172662449,-0.487880895,-0.899060412,-1.161877759,0.701559211,0.477676811,-0.665602454,-0.398463513,0.856808234,-0.995140359,0.185714182,,0.744026068,0.941506657,-0.448837561,-1.647618547,0.781085,2.626451545,1.878411284,-1.171244119,-0.27410805,-0.485841772,-0.333288111,1.14210518,,0.414119832,0.415481867,1.021456341,-1.127823815,0.953559977,-0.178797838,1.615333251,4.025178262,1.259158967,0.166201184,1.803818862,-0.170567751,0.798709394,2.60839418,1.595841459,-0.769365729,-0.136783901,0.674005972,-0.404167304,-0.945386793,-2.662503547,-1.119457252,-0.546875887,-1.719026387,-0.79215799,-0.605886973,-1.118152867,1.113015756,-0.655649936,-0.489147888,0.599213991,0.758386197,-1.845378378,,,,,,,,,,,,,,,,,,
6952,DPS,RKN,2018/4/22,FALSE,TRUE,1,couloda01,abbotco01,1,1,,,,-0.8535336,-0.444918087,-0.653725609,0.087239708,-0.649982485,-0.154874264,-0.833179884,,0.166427412,-0.204519054,0.723559654,-1.315126302,1.268386912,,0.194144254,0.823482702,-0.125726695,0.326252446,2.676304079,-1.939925976,3.620703711,0.613499547,,,,,TEX_2018,SEA_2018,1.567589487,0.156297778,-2.185296218,0.075544116,,-1.904349554,-1.601394933,-0.578345563,0.260662948,-0.437840238,0.468712771,-1.587270911,-1.598943634,-0.312459896,1.775997429,,0.185618828,-0.708366333,-0.696457739,-1.171703213,0.389091734,-0.492688792,-1.953363324,-0.478068824,-0.828107021,-2.22898621,0.262537419,-0.892703161,-1.216200191,0.432261589,-1.400986051,-2.559546158,0.833897763,-1.29316559,-2.167344744,-1.128445463,0.239646461,1.962288099,-1.132537019,-0.19768127,1.105525886,-0.580139414,-0.037158641,1.412109492,-0.671588503,-0.95049263,-0.925003316,-0.646240945,0.683940022,0.567399925,0.042156654,-0.092290702,0.465556002,-0.938413742,0.698473815,-0.19445963,-1.424046431,-0.723786515,-0.367114253,-0.834927799,1.56627488,1.380416988,-1.671134881,-0.110716977,-1.057428044,,,-0.455263031,0.427773779,-0.998246963,-0.587088766,0.866594642,0.892938921,0.024685872,-0.447694785,0.079106118,-1.219229498,-2.184436979,0.107082137,-1.426250363,-1.076491192,0.1990192,0.183493718,-1.703673002,0.494656319,-0.68494761,-0.504298732,0.349863133,-1.374608124,1.165605473,2.823560474,0.779246406,-1.713374131,-2.028580691,-1.030676212,-0.317670517,3.892275388,-1.931988469,1.995692249,0.604366792,1.206700299,-1.645905899,-0.316882194,0.12428732,2.024938291,-2.704550624,0.070744867,2.820835587,,,,,,,,,,,,,,,,,,
