id,home_team_abbr,away_team_abbr,date,is_night_game,home_team_win,home_pitcher,away_pitcher,home_team_rest,away_team_rest,home_pitcher_rest,away_pitcher_rest,season,home_batting_batting_avg_10RA,home_batting_onbase_perc_10RA,home_batting_onbase_plus_slugging_10RA,home_batting_leverage_index_avg_10RA,home_batting_RBI_10RA,away_batting_batting_avg_10RA,away_batting_onbase_perc_10RA,away_batting_onbase_plus_slugging_10RA,away_batting_leverage_index_avg_10RA,away_batting_RBI_10RA,home_pitching_earned_run_avg_10RA,home_pitching_SO_batters_faced_10RA,home_pitching_H_batters_faced_10RA,home_pitching_BB_batters_faced_10RA,away_pitching_earned_run_avg_10RA,away_pitching_SO_batters_faced_10RA,away_pitching_H_batters_faced_10RA,away_pitching_BB_batters_faced_10RA,home_pitcher_earned_run_avg_10RA,home_pitcher_SO_batters_faced_10RA,home_pitcher_H_batters_faced_10RA,home_pitcher_BB_batters_faced_10RA,away_pitcher_earned_run_avg_10RA,away_pitcher_SO_batters_faced_10RA,away_pitcher_H_batters_faced_10RA,away_pitcher_BB_batters_faced_10RA,home_team_season,away_team_season,home_team_errors_mean,home_team_errors_std,home_team_errors_skew,away_team_errors_mean,away_team_errors_std,away_team_errors_skew,home_team_spread_mean,home_team_spread_std,home_team_spread_skew,away_team_spread_mean,away_team_spread_std,away_team_spread_skew,home_team_wins_mean,home_team_wins_std,home_team_wins_skew,away_team_wins_mean,away_team_wins_std,away_team_wins_skew,home_batting_batting_avg_mean,home_batting_batting_avg_std,home_batting_batting_avg_skew,home_batting_onbase_perc_mean,home_batting_onbase_perc_std,home_batting_onbase_perc_skew,home_batting_onbase_plus_slugging_mean,home_batting_onbase_plus_slugging_std,home_batting_onbase_plus_slugging_skew,home_batting_leverage_index_avg_mean,home_batting_leverage_index_avg_std,home_batting_leverage_index_avg_skew,home_batting_wpa_bat_mean,home_batting_wpa_bat_std,home_batting_wpa_bat_skew,home_batting_RBI_mean,home_batting_RBI_std,home_batting_RBI_skew,away_batting_batting_avg_mean,away_batting_batting_avg_std,away_batting_batting_avg_skew,away_batting_onbase_perc_mean,away_batting_onbase_perc_std,away_batting_onbase_perc_skew,away_batting_onbase_plus_slugging_mean,away_batting_onbase_plus_slugging_std,away_batting_onbase_plus_slugging_skew,away_batting_leverage_index_avg_mean,away_batting_leverage_index_avg_std,away_batting_leverage_index_avg_skew,away_batting_wpa_bat_mean,away_batting_wpa_bat_std,away_batting_wpa_bat_skew,away_batting_RBI_mean,away_batting_RBI_std,away_batting_RBI_skew,home_pitching_earned_run_avg_mean,home_pitching_earned_run_avg_std,home_pitching_earned_run_avg_skew,home_pitching_SO_batters_faced_mean,home_pitching_SO_batters_faced_std,home_pitching_SO_batters_faced_skew,home_pitching_H_batters_faced_mean,home_pitching_H_batters_faced_std,home_pitching_H_batters_faced_skew,home_pitching_BB_batters_faced_mean,home_pitching_BB_batters_faced_std,home_pitching_BB_batters_faced_skew,home_pitching_leverage_index_avg_mean,home_pitching_leverage_index_avg_std,home_pitching_leverage_index_avg_skew,home_pitching_wpa_def_mean,home_pitching_wpa_def_std,home_pitching_wpa_def_skew,away_pitching_earned_run_avg_mean,away_pitching_earned_run_avg_std,away_pitching_earned_run_avg_skew,away_pitching_SO_batters_faced_mean,away_pitching_SO_batters_faced_std,away_pitching_SO_batters_faced_skew,away_pitching_H_batters_faced_mean,away_pitching_H_batters_faced_std,away_pitching_H_batters_faced_skew,away_pitching_BB_batters_faced_mean,away_pitching_BB_batters_faced_std,away_pitching_BB_batters_faced_skew,away_pitching_leverage_index_avg_mean,away_pitching_leverage_index_avg_std,away_pitching_leverage_index_avg_skew,away_pitching_wpa_def_mean,away_pitching_wpa_def_std,away_pitching_wpa_def_skew,home_pitcher_earned_run_avg_mean,home_pitcher_earned_run_avg_std,home_pitcher_earned_run_avg_skew,home_pitcher_SO_batters_faced_mean,home_pitcher_SO_batters_faced_std,home_pitcher_SO_batters_faced_skew,home_pitcher_H_batters_faced_mean,home_pitcher_H_batters_faced_std,home_pitcher_H_batters_faced_skew,home_pitcher_BB_batters_faced_mean,home_pitcher_BB_batters_faced_std,home_pitcher_BB_batters_faced_skew,home_pitcher_leverage_index_avg_mean,home_pitcher_leverage_index_avg_std,home_pitcher_leverage_index_avg_skew,home_pitcher_wpa_def_mean,home_pitcher_wpa_def_std,home_pitcher_wpa_def_skew,away_pitcher_earned_run_avg_mean,away_pitcher_earned_run_avg_std,away_pitcher_earned_run_avg_skew,away_pitcher_SO_batters_faced_mean,away_pitcher_SO_batters_faced_std,away_pitcher_SO_batters_faced_skew,away_pitcher_H_batters_faced_mean,away_pitcher_H_batters_faced_std,away_pitcher_H_batters_faced_skew,away_pitcher_BB_batters_faced_mean,away_pitcher_BB_batters_faced_std,away_pitcher_BB_batters_faced_skew,away_pitcher_leverage_index_avg_mean,away_pitcher_leverage_index_avg_std,away_pitcher_leverage_index_avg_skew,away_pitcher_wpa_def_mean,away_pitcher_wpa_def_std,away_pitcher_wpa_def_skew
1155,RLJ,VQC,2017/4/13,TRUE,TRUE,adamsch01,colege01,1,1,5,5,2017,0.943606585,1.013678415,0.138552715,1.240191202,-0.184019936,-0.530194329,,-1.255120402,1.534199323,-1.733310861,-0.115702763,0.599115622,-0.048969755,-0.263630248,0.553128574,-1.835679186,1.538937705,-0.297154053,0.57131694,,0.542728566,1.999991726,-0.427111261,-0.321058169,-0.476820262,4.491994548,BOS_2017,PIT_2017,0.372183434,,-4.083361612,1.137082224,-0.621491085,-2.207223841,0.217308076,-0.402034471,-0.394352597,-2.046146893,-1.589367916,-0.19132307,-0.008791092,,0.006446132,-1.09574112,0.017259494,1.164480264,1.587702232,1.386262284,0.408174857,1.613920437,-0.372119377,-0.70652912,0.302407881,-1.147036196,-2.013352299,2.098654602,0.920511603,-1.359150808,-1.108739671,1.452402138,0.14972721,-0.219053137,-0.724423454,-2.716186712,-0.700840412,0.507801916,-0.314802309,-0.393516065,0.790299782,-1.161193431,-1.823859883,0.238711648,-0.656472144,2.784766342,2.114776227,1.801409848,-1.227093851,5.54149965,-0.262006718,-2.711823865,-1.987852933,-1.559869256,-0.067732839,1.244113167,0.695955142,0.760239861,-0.821062447,-1.228631966,0.098011266,2.702324531,3.101395318,-0.50229294,2.720111649,2.49045302,,-0.567570489,,1.112715903,4.32608137,2.29723096,0.880472759,-1.987855027,-1.802824448,-2.518345596,-2.442476721,-2.80759307,2.504478734,-1.834712865,-0.906464528,-0.582275679,1.255766349,-0.778643216,1.394199574,1.629490824,-0.458140234,-0.45910848,0.555964717,2.407618163,0.609307916,,,0.493522074,,,0.61641679,,,2.044347144,,,-0.254029537,,,-2.078095258,,,-0.447826129,,,-0.340724691,,,-0.469693557,,,4.644360392,,,3.275817948,,,,,
1403,QPO,GKO,2017/4/13,TRUE,FALSE,nealza01,biagijo01,1,1,5,5,2017,,0.238036797,0.190280219,-0.195820239,-0.117453858,-0.781555474,-0.602873,-0.148090688,-0.541514833,-0.91352395,0.233473378,0.042711387,,0.271031977,0.009523747,1.116785438,0.026026282,0.508276169,-0.556719095,0.909156256,-0.501776171,-1.479866325,0.4200338,-0.356874889,0.369572934,1.066218331,SFG_2017,COL_2017,-0.4013146,-0.539489885,-0.68494361,-1.655579569,-0.761792054,1.394572579,0.079337503,-1.828994691,-0.848587291,,-1.9387429,,-0.88337499,,,0.855597979,0.11848537,-0.906462834,0.236825563,-0.892967598,-1.010039273,0.38508457,-1.215334761,-1.589461717,,-1.59568285,-1.487244427,-0.399238304,-3.912982481,-4.477244867,0.56212594,-0.885504396,-2.0187997,-0.113245045,-1.913127671,-1.376679958,-1.104696539,-0.01879573,0.166723926,,,,-0.084410244,-2.069515869,-0.596632835,-1.008670115,-4.212655286,-2.477465642,-0.714638838,-1.689593526,1.12006813,-1.391729375,-1.658512358,-1.733471042,0.494595692,-0.510897027,-0.567254502,0.009296885,-0.392920899,-1.224732948,0.426605025,-0.351367499,1.484317185,0.288231833,1.270466934,-2.38675973,0.273800015,,4.663411656,-1.913348914,1.833153251,-0.966715955,0.043577797,-0.818265223,-1.652584254,1.52058009,,-0.834422199,0.148427521,-0.023007753,1.342807777,0.585523641,-1.503117591,-0.505739453,1.672009046,1.508054119,-2.03753112,1.916254491,0.891008174,-0.301794028,-0.577282078,,,0.939088666,2.073062757,,-0.495239303,-1.742883089,,-1.569757067,,,0.154512735,-0.105034638,,0.599213991,-2.832131078,,0.454976834,0.253928134,,-0.378173599,2.791651173,,0.432469662,-0.352401907,,1.076624895,-1.268812319,,1.250585745,-0.530417688,,-0.911326716,2.400286374,
1889,UPV,KFH,2017/4/13,TRUE,TRUE,ryanri01,elderbr01,1,1,6,6,2017,0.572973357,0.773831164,0.423492356,,0.259753919,0.097252059,0.115078974,-0.16976869,-0.695780565,-0.391617568,-0.61983873,1.247024753,-0.396570069,-0.933005778,-0.40849355,-1.607754392,-0.734983212,-0.245657584,,0.838381107,1.01137732,-1.016914034,1.167514736,-0.471147281,,-0.918150978,NYY_2017,TBR_2017,-0.4013146,,-0.534506058,1.309468755,0.203604785,-2.006393066,1.252087375,-0.580134775,-0.018675947,-0.411366054,-0.183443406,-0.503846175,-0.008791092,0.293131059,0.006446132,,0.241288742,-0.492918628,1.00036455,-5.918599045,0.542632414,1.233934504,,3.144727224,0.744837084,-3.06356679,-0.562623697,0.117153018,-0.523146978,-1.8777187,0.719841025,-1.792082756,0.975416725,0.486334146,-1.603490627,-2.407197398,0.307263164,1.669409531,-1.824916808,0.259039134,3.128675234,-3.240097173,,1.52309562,-1.089505489,-1.290595856,2.277279615,6.445284717,1.201694035,1.54799639,1.21419836,-0.551308859,0.496556391,-0.314478641,-0.879615453,-0.751192461,-1.641852195,1.634681104,-0.81167262,2.292890898,-0.454443673,1.142449685,-1.469145328,-1.491998055,-1.510528477,-2.690237219,-1.758471313,-1.213517621,3.083198518,-0.740889598,-0.311966232,0.78498144,-0.599971621,-1.652391441,-1.513098718,-2.206548024,-0.328474114,-1.69408178,-1.036689674,-0.832734137,-2.18852457,-0.507610561,-0.513426295,-1.040877953,-0.732988894,1.108020284,1.173969892,-0.435044655,-1.030493971,0.687955162,0.609307916,,,0.865367648,,,1.115195037,,,-1.088944977,,,0.311644377,,,-1.206657346,,,1.251567684,,,-0.497653451,,,2.470690267,,,-0.989973847,,,-0.453181029,,,-2.538796683,,
3224,SAJ,STC,2017/4/13,TRUE,FALSE,lodolni01,dunnju01,1,1,6,,2017,-2.021459236,-1.518945946,-2.108817375,2.50878304,-1.404398039,-0.018617832,-0.674235697,-0.171980731,-0.046642584,0.33989542,0.098141796,-0.015780291,0.353388411,0.103821387,0.196488642,-0.910546262,1.222843772,1.894240489,35.33931131,-1.482032723,3.120296709,12.10006753,0.147143934,-0.898901252,0.902487168,1.7500953,TOR_2017,BAL_2017,-1.174812635,-1.766052152,,1.802001699,0.517865816,,-1.277373132,-3.175385766,1.258660575,0.120386834,-0.121155774,-0.505493479,-3.288480709,-2.701802045,5.146528159,1.846754346,-0.550110178,-2.116882892,-3.110999224,-1.305138615,1.825698702,-2.398473405,-1.312815104,1.212558231,-3.187110657,-1.631733299,4.638952991,4.30532682,1.509867904,-4.849724062,-3.820590151,0.987571659,2.037638503,-2.158868164,-1.136624343,1.507705576,0.121097695,,3.551865589,,2.078778377,2.246566087,-0.121948103,2.344672552,,-0.104274668,0.288830389,-1.718722975,1.146101312,-0.681305466,-0.278684175,0.626639034,,1.621932706,0.276651794,0.422767538,1.227945533,-0.069645567,0.612107389,-0.906064736,0.737495026,-2.472806869,0.26723162,0.041002634,3.389026886,-0.133952628,0.777953611,2.469389826,,-1.106972543,0.411108095,-3.626273844,0.331415525,-1.075043207,-2.544938916,-1.252778145,-0.433299619,1.39853591,2.012226853,-1.030436848,5.23845591,2.595043704,2.899770492,1.548807013,3.05933088,0.495425942,-2.876446417,1.621948143,0.202694236,0.454039018,37.18203515,,,-1.551628584,,,3.359697149,,,12.53406425,,,1.757255492,,,-4.870896278,,,0.164157952,-0.462252261,,-0.944900418,-2.310154948,,1.000498355,-0.06254236,,1.788840749,-1.302942483,,2.054249317,0.00171611,,,0.950204286,
6070,FBW,PJT,2017/4/13,TRUE,FALSE,hamilia01,blackpa01,1,1,6,5,2017,-1.306050913,-0.677447964,-1.009973222,2.681380569,-0.627793792,-1.209016989,-0.93373641,,-0.193925992,-0.799576734,0.3915324,1.550664523,0.229526234,-1.001991575,-1.40472795,0.399309891,-2.138368139,1.410581538,1.760564232,0.838381107,,-1.016914034,-0.604291928,0.02914976,0.749230787,-0.174181571,CLE_2017,CHW_2017,-1.174812635,-1.766052152,-1.759260426,2.688560998,1.134361203,-0.500575283,-0.817471222,-0.700066514,-2.537206303,0.637768022,-0.208071252,2.441918565,-0.008791092,0.293131059,0.006446132,-0.631136573,0.205665559,0.654446582,-1.977300908,-2.004066086,-2.301750307,-1.065302418,-1.988638279,-0.701967942,-1.480922139,,-0.351580483,4.605554333,0.38150764,-2.750289385,-0.769146114,3.153166109,1.61865306,-0.92444042,-0.163705771,0.547429558,-1.791489054,-1.717595326,0.263605082,-1.417725218,0.22788209,1.10970543,,1.239593439,2.371441489,-0.37343998,-0.421894999,-0.264909844,-2.571500426,1.939004285,0.935469576,-1.208241338,1.259411716,2.20375576,0.749140856,1.216501776,0.589431421,2.044484155,-0.20802075,-1.724589013,,0.664371928,1.88768539,-1.593996998,-0.558175065,-0.544247613,-0.552886627,-1.706545225,2.340619281,0.771480217,1.280910557,1.399166357,-2.133702576,-2.415534034,0.842807771,0.539084701,-2.060653281,-5.467169545,-3.222175691,-1.191980901,0.957603522,1.893782963,2.175935016,,0.678106836,2.20318619,0.015539347,1.464767958,-0.861499942,1.504225216,1.860286513,,,0.865367648,,,2.112751532,,,-1.088944977,,,2.260076749,,,-3.747476319,,,-0.636647664,,,0.025442417,,,0.837143698,,,-0.21517541,,,1.411318459,,,1.101596666,,
6940,MOO,JEM,2017/4/13,FALSE,TRUE,conlead01,tropeni01,1,1,6,6,2017,-0.22862874,0.599027235,,1.637165519,-0.184019936,-0.258555954,0.691747227,0.185079544,-0.268113189,,-1.418398366,1.804459217,-1.995249337,0.95795522,-1.325669997,0.929855364,-0.949308303,-0.873984111,-0.95536384,-0.713735167,,-1.073944389,-0.35117669,0.279298281,1.296575005,-0.918150978,CHC_2017,LAD_2017,2.692677538,2.398607278,-1.713672618,1.999014876,-0.119472913,-2.536304688,,-2.998038891,0.895409513,1.902477593,0.538098467,1.558603623,1.08443878,0.012232592,-1.164002034,0.47014828,0.241288742,-0.492918628,-0.269923925,,3.251366494,0.956995603,-1.196329882,4.019133061,-0.83656371,-0.647687249,1.866018186,2.789177881,-0.859404905,-2.14284508,-0.855677164,3.806471149,-0.998796571,-0.219053137,1.26226698,0.158630509,-0.264405327,0.963487383,,1.180971423,1.488543973,2.265158252,0.439092273,2.576546629,2.24993318,-0.509019544,1.625984727,2.016162634,-1.152808613,1.57766169,0.411230713,-0.39273895,2.777145878,0.271560682,-2.165650823,-2.073719664,-1.265014846,2.387014515,-0.349139517,-0.79427246,-2.995287918,-2.836969298,2.141311483,1.303882117,-0.457861573,2.947230311,3.799743798,0.681529079,-1.078979659,2.509131844,-1.367431913,0.45813417,-2.011990628,-2.351259715,-0.931798378,1.264862657,-2.968882764,2.115050235,-1.370457324,-0.501086888,0.944721954,-1.418625905,1.730237388,1.369648581,-1.095349074,-0.479810384,0.275537763,1.759857195,-1.290716447,2.941250443,-0.996619626,,,-0.75135224,,,-0.099221564,,,-1.148175452,,,0.500202349,,,1.628140682,,,-0.366902614,,,0.286990351,,,1.420553187,,,-0.989973847,,,0.832680687,,,-0.161833967,,
7931,GLO,ZQF,2017/4/13,FALSE,FALSE,senzaan01,kingmi01,1,1,5,6,2017,-1.181069941,-0.075797233,0.018731943,-0.632491988,-0.2949634,-0.797050339,0.209688609,-0.603328714,0.331384828,-0.182362651,-0.696285578,-0.630755463,-1.034858443,0.949937278,-1.396669118,-1.546675065,-1.916607815,0.042547164,-0.979368255,-1.396666328,-1.026225955,-1.073944389,-1.047243594,-1.417361251,-0.117000932,-2.25729591,DET_2017,,1.145681469,-0.601131323,-2.192281924,-1.190135937,-0.392147602,0.592226661,-0.012642879,-0.770232348,-4.054327125,1.575521426,-0.690013897,0.347501814,2.177668653,-0.892013019,-2.610755531,,0.017259494,-1.1486868,-1.779245178,-0.676779371,2.729406003,-0.112117363,-0.140070305,1.382351344,0.116360728,-1.671597673,-0.609786841,-1.158813911,-1.160122113,-1.276564625,1.96066364,-2.725804713,1.410502737,-0.395399958,-2.451748947,-2.368024026,-1.12959178,-2.553792773,-2.264750281,0.41029365,-0.620946974,1.898197684,-0.799715,-2.576181383,-1.960283462,0.586582965,-3.301800496,-1.750382437,,-1.362901554,-1.854155382,,-0.505708626,-0.144891421,-1.0027288,-0.426686488,-1.193242246,-0.899637966,-0.88610758,-3.040084527,-1.468900652,-0.929018908,-0.258218609,1.292027189,-1.575711053,-0.865555292,2.249706345,-1.345922396,-3.018806214,1.306524522,1.761057038,-1.446480538,-2.121295777,-2.034309707,-0.080954536,-2.122992453,-0.398974059,-0.706443471,-2.87682918,-1.935219491,0.476659102,-0.089740337,-3.264884103,1.604239383,0.684577554,-0.54703735,0.104666102,1.994347749,-0.559992788,-1.504647119,-1.021870059,,,-1.46270899,,,-1.053406037,,,,,,0.814465635,,,2.216098792,,,-1.108701501,,,-1.486986941,,,-0.086165232,,,-2.384611035,,,0.061163657,,,2.525632888,,
8326,ECN,RAV,2017/4/13,TRUE,FALSE,surkaer01,skogler01,1,1,5,6,2017,1.040814007,0.476167627,1.087539724,-0.926866662,0.691200723,-0.713837174,-0.800381877,,0.80105525,-0.49009047,-1.441470162,1.226205575,-2.045731732,1.598251816,-0.414875494,-0.392514775,-0.43550381,2.060719751,2.285232155,-1.201543139,1.279176607,1.79386773,-1.047243594,1.570064648,-1.30440472,-0.007532424,CIN_2017,,-2.120199122,-2.215315129,0.085780578,1.309468755,1.828925419,-0.538588223,2.542367734,-0.233438151,-1.928559499,-0.310764157,-2.121606067,0.552277104,2.420608624,-1.197608035,-3.022376249,-0.493475966,0.241288742,,1.741745578,-0.771449673,1.018462808,0.762351207,-0.835028176,-0.940899076,1.77591141,-2.432921639,-0.382241721,-1.670868613,-1.890382229,-1.040226372,0.979071364,-1.434749399,,1.172127337,-1.062728516,-1.858674179,-0.995895117,-1.513452357,0.874565737,-1.204528376,-2.295591852,-0.828705977,0.12685607,-1.495103821,2.240975666,1.444921236,0.919646533,-0.548531407,-2.011048208,-2.954723763,-1.560685234,-0.709878768,-2.006493145,-2.968503144,-2.202806653,0.912246506,,1.606582801,0.953190449,-1.064468511,-3.075521586,-1.336178123,-1.02090556,2.250592577,4.469729302,,-1.575806967,,-1.902354558,2.672387537,-0.459046454,-0.383729174,-0.609796803,0.233828299,-0.52187792,-0.544119127,-1.667946402,-3.626279319,-0.570311539,1.658008443,1.438983801,2.836423234,-0.517528512,-1.833485174,2.004843582,-1.56264488,-1.625446788,,3.629484589,0.358536458,2.412188836,,,-1.259464204,,,1.400211178,,,1.830271285,,,-1.259672051,,,-3.642483799,,,-1.108701501,,,1.636577692,,,-1.351808704,,,-0.04162056,,,-0.260301772,,,2.043816121,,
8941,VJV,DPS,2017/4/13,FALSE,FALSE,ramirne01,campbpa02,1,1,5,5,2017,1.282156574,0.913403293,0.796592809,-0.144424531,0.493967899,-0.547410846,-0.337695709,0.466538712,,1.036239514,0.153582979,-0.141950716,-0.396155378,-0.592992529,0.172605195,-0.950643796,-0.144371264,0.729434427,-0.331249056,-1.117906245,0.149063614,-0.518468735,-0.429442586,-0.663970099,-1.358044453,2.104224737,LAA_2017,TEX_2017,0.630016112,-0.566778976,-1.79616037,2.688560998,-0.318188085,-2.938427055,0.19175797,-1.57708907,-0.552974371,0.443750076,-0.036351123,0.819954782,1.448848738,-0.212782208,-1.596256025,,0.017259494,1.164480264,2.124198022,-0.138271638,-1.789770876,1.455056262,0.015989015,-1.789508419,1.324154639,-0.37484624,-2.72442358,-0.309837222,-2.922539933,-2.974703204,3.317042397,2.146489677,0.204968167,0.858621878,-0.58385931,,-0.72850179,-0.473220799,-4.744116117,-0.464821766,,-4.973234218,,0.395475614,-4.037031283,-2.537977693,-1.312022123,2.341565609,0.70903585,-0.109740361,-2.063341707,1.747954817,-0.057392748,-1.749238479,0.365936699,-0.962920507,,-0.239929667,-1.48468619,,-0.453784588,-2.80689427,-1.277395359,-0.989271504,-0.553629807,0.22589828,-1.394882281,-1.982123439,1.167992882,-1.176544868,-1.36879398,1.240062364,0.294646285,-0.968203996,-1.477376809,-1.307630947,-1.415646896,-0.993375557,-0.116931931,-4.17564574,-0.345073531,,-2.119245908,,1.288511188,-0.494139545,0.999893153,-2.258098937,1.154269481,-1.087124895,-0.340108367,,,-1.172346098,-2.036971571,,0.197443063,-0.73749298,,-0.571270627,-1.311861161,,0.783039306,-1.171107471,,-0.098986264,-0.143498497,,-0.450310623,-0.483515376,,-0.699263317,-1.393536792,,-1.408982834,-2.259033594,,,-0.672587836,,1.668490802,-1.204453832,,0.908869959,-0.822118266,
9320,GUT,KJP,2017/4/13,TRUE,FALSE,hugheph01,hahnje01,1,1,6,5,2017,0.848793433,0.310397493,0.037727919,-0.572082853,0.481640847,-0.820962167,-0.400318277,-0.082024399,-1.100537189,0.297692747,-0.534094293,0.082719438,-0.008344925,0.14150878,-0.649183989,0.387378122,-0.187587198,-0.687704262,-0.979368255,-0.303976471,1.161344921,-1.174317813,-0.692882261,0.795229605,3.143861741,-1.085544094,MIA_2017,NYM_2017,-1.948310669,-2.101835284,-0.322886899,-1.448715733,-1.883566694,-1.342478444,1.022136419,-1.050788916,1.022886858,1.097662411,1.157282874,-0.031088498,,0.293131059,0.006446132,1.433772526,-0.205671101,-1.575820493,1.437453058,-0.377504498,-1.235539691,0.499724394,2.345507617,-1.653125173,0.145856009,-0.554538388,-2.871360878,-1.053734282,0.396878578,,0.803106753,-1.359136226,-0.153417377,0.839027787,-1.057151479,-1.343500159,-1.168010361,2.028451325,2.6038032,-0.56493785,1.3417527,1.943713436,0.019398156,3.421680322,5.329262431,-2.030302009,-1.126357,-0.189326023,0.139829932,0.707168983,-3.277800025,0.558680502,1.834370574,2.089515417,-0.741528861,-2.403577991,-1.727852839,0.063293176,1.035161122,0.230095896,0.162577916,-0.482168465,-3.049612677,0.096725324,-2.048442404,-0.935651232,-0.850368563,-0.466635556,1.346250234,-0.825370278,-1.417984986,-0.121064175,-0.970521341,-0.907474068,-0.741672346,0.522762227,-1.202360758,1.256770904,-0.18423194,,0.377609178,-1.148537355,2.048845076,-1.209435179,,3.059240212,0.837481182,1.9622041,-1.279112507,-2.698375234,-1.021870059,,,-0.324538189,,,1.274804076,,,-1.252421088,,,-1.636787994,,,0.882693793,,,-0.731058431,-0.31681255,,0.826432966,-1.710705704,,3.389560212,2.169376151,,-1.164303496,-0.093217756,,-3.185637176,0.179094042,,-0.793549284,-2.019011417,
9956,JBM,QDH,2017/4/13,TRUE,TRUE,estesjo01,webblo01,1,1,6,,2017,-1.680993829,-1.539271985,-1.329982357,1.015814414,-1.404398039,-0.304466665,-0.216505271,-0.214931192,-1.322007794,-0.588563373,0.70868351,-1.383775811,0.084308484,2.891415749,-0.113100738,-0.190767871,-0.915020304,-0.163236965,-0.979368255,0.652127154,0.766864927,-1.073944389,-0.604291928,-1.654542206,0.955537454,-1.175678849,KCR_2017,OAK_2017,-3.495306739,-4.94663563,,2.688560998,1.247190525,-1.142984867,-1.85225052,-0.209761604,0.569117536,-0.008958464,0.232897013,-0.840347094,-2.195250837,-0.892013019,2.623647795,0.47014828,0.241288742,-0.492918628,-2.571468098,-0.845619474,-0.984207649,-2.430675603,-1.064699412,2.309475963,-1.977804168,-0.4809238,-1.591423018,1.708358835,,-1.088121481,-2.152010265,-0.829251696,1.453529976,-2.158868164,-1.499907195,-0.149388363,-0.338169003,-2.13897756,2.13610499,-0.271071933,-1.398230502,1.056711387,-0.189435149,-1.601700778,-0.621494988,-2.435046884,-3.775150634,0.178686553,0.337421122,-2.376355234,-0.636248986,-0.868448676,-0.801607601,-2.234337314,1.259894877,0.22722123,-1.657811094,-1.915941053,-1.719586912,1.199566007,0.309835647,-3.786742585,1.031375932,4.162599965,2.106421895,-1.470192454,0.809267499,1.178050884,2.845225684,-1.146728157,-2.023181633,2.106282609,-0.145206057,1.487427405,-0.691661523,-0.2681325,1.154081353,-0.513865507,-1.317060754,1.668136664,-0.337440228,-0.388108288,,-0.423803714,-1.981118405,-0.559951023,-0.251688121,0.375748154,2.387677507,-1.364238974,-1.021870059,,,0.671361262,,,0.854962908,,,-1.148175452,,,2.008666121,,,0.872194541,,,-0.636647664,,,-1.73497637,,,1.057044198,,,-1.258173307,,,-5.017990121,,,0.03089274,,
10,MOO,VQC,2017/4/14,FALSE,FALSE,bibenau01,phillty01,1,1,6,5,2017,-0.073958801,0.790543684,-0.286664903,1.144303686,-0.196346988,-0.564627363,-0.216505271,-1.138826958,1.511288571,-1.770238199,-1.658184349,1.329540817,-1.987892997,1.026229586,,,1.446583156,-0.224902654,0.244856899,0.481394364,-0.316460815,-1.126222214,0.503087237,-1.630926787,1.63244532,-0.613799857,CHC_2017,PIT_2017,2.005123729,2.279759166,-1.297634175,0.619922633,-0.586764594,-1.809920969,1.213762215,-2.879515179,0.255880554,-1.92039452,-1.815488925,-0.519767725,1.448848738,-0.212782208,-1.596256025,-1.457100212,-0.205671101,1.591613957,-0.024820474,-0.099281555,2.599250061,1.260411866,-1.397502713,2.987375647,-0.357832623,-0.562772005,,1.931861539,-0.197480466,-1.701921197,-0.581027246,3.149870781,-1.370405146,-0.238647228,0.7954587,0.256579822,-0.756163169,-0.017347046,-0.172159843,-0.271071933,0.257634161,-1.488949041,-1.641130741,-0.193614103,-1.139766631,,1.476351358,1.981350438,-1.427324617,4.733701197,-0.038597194,-2.771287581,-2.233356716,-1.365115177,-2.551812658,-1.961660819,-0.98468286,1.746047724,0.647911477,-1.164974886,-2.983596194,-3.163183298,2.163248465,1.404829173,-0.875081011,2.690864581,3.434415105,0.293450469,-0.421006969,2.782819798,-1.60872944,-0.140548166,0.819065372,-2.222970944,-1.587494319,-2.330071668,-2.519233359,-3.326189896,2.360655346,-2.159112372,-0.390598992,-0.477517833,0.730850256,-1.049331324,1.978002087,1.416298307,-1.376533557,-0.803203608,0.231027287,2.875526379,0.265902026,,,0.493522074,,,-0.298009996,,,-1.202470054,,,0.060233749,,,-1.133162582,,,0.543486929,-0.440215941,,-1.710284782,-1.534615172,,1.778554464,-1.992178773,,-0.67301085,-1.528851669,,-0.067422514,-1.204453832,,-1.355668845,-2.421811997,
