id,home_team_win_file1,home_team_win_file2,_merge
1418,1,0,both
1426,1,0,both
1429,1,0,both
1435,1,0,both
1436,1,0,both
1446,1,0,both
1459,1,0,both
1472,1,0,both
1475,1,0,both
1484,1,0,both
1496,1,0,both
1507,1,0,both
1514,1,0,both
1517,1,0,both
1524,1,0,both
1532,1,0,both
1534,1,0,both
1542,1,0,both
1544,1,0,both
1556,1,0,both
1565,1,0,both
1566,1,0,both
1576,1,0,both
1587,1,0,both
1590,1,0,both
1595,1,0,both
1600,1,0,both
1601,1,0,both
1604,1,0,both
1605,1,0,both
1616,1,0,both
1626,1,0,both
1627,1,0,both
1628,1,0,both
1639,1,0,both
1641,1,0,both
1650,1,0,both
1652,1,0,both
1680,1,0,both
1686,1,0,both
1689,1,0,both
1704,1,0,both
1712,1,0,both
1723,1,0,both
1724,1,0,both
1728,1,0,both
1732,1,0,both
1740,1,0,both
1742,1,0,both
1752,1,0,both
1760,1,0,both
1763,1,0,both
1766,1,0,both
1789,1,0,both
1806,1,0,both
1813,1,0,both
1830,1,0,both
1833,1,0,both
1837,1,0,both
1843,1,0,both
1845,1,0,both
1858,1,0,both
1868,1,0,both
1872,1,0,both
1875,1,0,both
1890,1,0,both
1892,1,0,both
1893,1,0,both
1905,1,0,both
1906,1,0,both
1909,1,0,both
1924,1,0,both
1928,1,0,both
1929,1,0,both
1934,1,0,both
1939,1,0,both
1945,1,0,both
1950,1,0,both
1972,1,0,both
1979,1,0,both
1980,1,0,both
1986,1,0,both
1990,1,0,both
2005,1,0,both
2009,1,0,both
2021,1,0,both
2032,1,0,both
2040,1,0,both
2056,1,0,both
2058,1,0,both
2061,1,0,both
2074,1,0,both
2075,1,0,both
2076,1,0,both
2077,1,0,both
2083,1,0,both
2093,1,0,both
2096,1,0,both
2100,1,0,both
2109,1,0,both
2116,1,0,both
2129,1,0,both
2137,1,0,both
2138,1,0,both
2140,1,0,both
2161,1,0,both
2165,1,0,both
2178,1,0,both
2180,1,0,both
2187,1,0,both
2192,1,0,both
2196,1,0,both
2202,1,0,both
2206,1,0,both
2224,1,0,both
2247,1,0,both
2248,1,0,both
2252,1,0,both
2253,1,0,both
2254,1,0,both
2256,1,0,both
2261,1,0,both
2265,1,0,both
2275,1,0,both
2277,1,0,both
2278,1,0,both
2289,1,0,both
2290,1,0,both
2291,1,0,both
2298,1,0,both
2335,1,0,both
2338,1,0,both
2342,1,0,both
2343,1,0,both
2354,1,0,both
2362,1,0,both
2369,1,0,both
2373,1,0,both
2374,1,0,both
2375,1,0,both
2381,1,0,both
2382,1,0,both
2397,1,0,both
2399,1,0,both
2403,1,0,both
2404,1,0,both
2405,1,0,both
2406,1,0,both
2410,1,0,both
2420,1,0,both
2421,1,0,both
2438,1,0,both
2439,1,0,both
2441,1,0,both
2450,1,0,both
2467,1,0,both
2482,1,0,both
2485,1,0,both
2488,1,0,both
2494,1,0,both
2508,1,0,both
2512,1,0,both
2523,1,0,both
2535,1,0,both
2543,1,0,both
2546,1,0,both
2550,1,0,both
2553,1,0,both
2566,1,0,both
2574,1,0,both
2575,1,0,both
2590,1,0,both
2602,1,0,both
2606,1,0,both
2609,1,0,both
2618,1,0,both
2619,1,0,both
2625,1,0,both
2632,1,0,both
2638,1,0,both
2650,1,0,both
2655,1,0,both
2675,1,0,both
2678,1,0,both
2690,1,0,both
2694,1,0,both
2696,1,0,both
2698,1,0,both
2700,1,0,both
2707,1,0,both
2711,1,0,both
2721,1,0,both
2723,1,0,both
2749,1,0,both
2758,1,0,both
2763,1,0,both
2770,1,0,both
2775,1,0,both
2781,1,0,both
2782,1,0,both
2792,1,0,both
2794,1,0,both
2806,1,0,both
2809,1,0,both
2812,1,0,both
2817,1,0,both
2820,1,0,both
2821,1,0,both
2822,1,0,both
2824,1,0,both
2829,1,0,both
2841,1,0,both
2844,1,0,both
2847,1,0,both
2852,1,0,both
2858,0,1,both
2862,1,0,both
2879,1,0,both
2896,1,0,both
2898,1,0,both
2906,1,0,both
2911,1,0,both
2916,1,0,both
2926,1,0,both
2933,1,0,both
2935,1,0,both
2938,1,0,both
2944,1,0,both
2971,1,0,both
2972,1,0,both
2978,1,0,both
2985,1,0,both
2990,1,0,both
3002,1,0,both
3011,1,0,both
3023,1,0,both
3028,1,0,both
3031,1,0,both
3041,1,0,both
3052,1,0,both
3061,1,0,both
3072,1,0,both
3079,1,0,both
3080,1,0,both
3084,1,0,both
3085,1,0,both
3088,1,0,both
3094,1,0,both
3112,1,0,both
3116,1,0,both
3137,1,0,both
3144,1,0,both
3145,1,0,both
3148,1,0,both
3150,1,0,both
3151,1,0,both
3161,1,0,both
3189,1,0,both
3191,1,0,both
3192,1,0,both
3194,1,0,both
3204,1,0,both
3207,1,0,both
3211,1,0,both
3215,1,0,both
3217,1,0,both
3221,1,0,both
3222,1,0,both
3227,1,0,both
3231,1,0,both
3235,1,0,both
3270,1,0,both
3284,1,0,both
3296,1,0,both
3304,1,0,both
3306,1,0,both
3310,1,0,both
3312,1,0,both
3322,1,0,both
3323,1,0,both
3331,1,0,both
3340,1,0,both
3342,1,0,both
3346,1,0,both
3354,1,0,both
3362,1,0,both
3364,1,0,both
3374,1,0,both
3379,1,0,both
3383,1,0,both
3387,1,0,both
3389,1,0,both
3395,1,0,both
3398,1,0,both
3400,1,0,both
3408,1,0,both
3413,1,0,both
3420,1,0,both
3425,1,0,both
3434,1,0,both
3437,1,0,both
3438,1,0,both
3445,0,1,both
3447,1,0,both
3450,1,0,both
3456,1,0,both
3475,1,0,both
3477,1,0,both
3479,1,0,both
3482,1,0,both
3483,1,0,both
3497,1,0,both
3503,1,0,both
3508,1,0,both
3515,1,0,both
3520,1,0,both
3521,1,0,both
3523,1,0,both
3533,1,0,both
3538,1,0,both
3541,1,0,both
3558,1,0,both
3570,1,0,both
3578,1,0,both
3579,1,0,both
3581,1,0,both
3594,1,0,both
3600,1,0,both
3601,1,0,both
3623,1,0,both
3625,1,0,both
3628,1,0,both
3630,1,0,both
3632,1,0,both
3636,1,0,both
3649,1,0,both
3650,1,0,both
3660,1,0,both
3668,1,0,both
3670,1,0,both
3677,1,0,both
3680,1,0,both
3692,1,0,both
3693,1,0,both
3700,1,0,both
3701,1,0,both
3708,1,0,both
3713,1,0,both
3722,1,0,both
3724,1,0,both
3730,1,0,both
3754,0,1,both
3766,1,0,both
3767,1,0,both
3768,1,0,both
3773,1,0,both
3777,1,0,both
3778,1,0,both
3779,1,0,both
3792,1,0,both
3827,1,0,both
3829,1,0,both
3832,1,0,both
3834,1,0,both
3844,1,0,both
3867,1,0,both
3875,1,0,both
3880,1,0,both
3887,1,0,both
3899,1,0,both
3908,1,0,both
3924,1,0,both
3928,1,0,both
3934,1,0,both
3951,1,0,both
3954,1,0,both
3968,1,0,both
3969,1,0,both
3971,1,0,both
3979,1,0,both
3992,1,0,both
4002,1,0,both
4006,1,0,both
4012,1,0,both
4023,1,0,both
4025,1,0,both
4052,1,0,both
4053,1,0,both
4058,1,0,both
4061,1,0,both
4075,1,0,both
4087,1,0,both
4089,1,0,both
4103,1,0,both
4109,1,0,both
4114,1,0,both
4120,1,0,both
4121,1,0,both
4136,1,0,both
4143,1,0,both
4145,1,0,both
4149,1,0,both
4159,1,0,both
4161,1,0,both
4162,1,0,both
4174,1,0,both
4179,1,0,both
4183,1,0,both
4189,1,0,both
4191,1,0,both
4196,1,0,both
4199,1,0,both
4203,1,0,both
4209,1,0,both
4213,1,0,both
4214,1,0,both
4222,1,0,both
4231,1,0,both
4242,1,0,both
4246,1,0,both
4249,1,0,both
4250,1,0,both
4251,1,0,both
4252,1,0,both
4265,1,0,both
4266,1,0,both
4272,1,0,both
4274,1,0,both
4276,1,0,both
4277,1,0,both
4303,1,0,both
4305,1,0,both
4306,1,0,both
4311,1,0,both
4317,1,0,both
4322,1,0,both
4333,1,0,both
4335,1,0,both
4340,1,0,both
4345,1,0,both
4359,1,0,both
4360,1,0,both
4388,1,0,both
4398,1,0,both
4406,1,0,both
4411,1,0,both
4413,1,0,both
4415,1,0,both
4420,1,0,both
4421,1,0,both
4432,1,0,both
4442,1,0,both
4448,1,0,both
4453,1,0,both
4456,1,0,both
4459,1,0,both
4461,1,0,both
4462,1,0,both
4465,1,0,both
4469,1,0,both
4471,1,0,both
4472,1,0,both
4482,1,0,both
4516,1,0,both
4519,1,0,both
4523,1,0,both
4534,1,0,both
4538,1,0,both
4545,1,0,both
4546,1,0,both
4548,1,0,both
4560,1,0,both
4562,1,0,both
4564,1,0,both
4571,1,0,both
4576,1,0,both
4602,1,0,both
4606,1,0,both
4612,1,0,both
4636,1,0,both
4641,1,0,both
4642,1,0,both
4646,1,0,both
4647,1,0,both
4649,1,0,both
4652,1,0,both
4653,1,0,both
4659,1,0,both
4665,1,0,both
4671,1,0,both
4688,1,0,both
4693,1,0,both
4705,1,0,both
4713,1,0,both
4717,1,0,both
4719,1,0,both
4724,1,0,both
4726,1,0,both
4728,1,0,both
4740,1,0,both
4744,1,0,both
4746,1,0,both
4748,1,0,both
4758,1,0,both
4773,1,0,both
4783,1,0,both
4784,1,0,both
4786,1,0,both
4787,1,0,both
4793,1,0,both
4800,1,0,both
4810,1,0,both
4811,1,0,both
4815,1,0,both
4821,1,0,both
4824,1,0,both
4833,1,0,both
4836,1,0,both
4850,1,0,both
4852,1,0,both
4854,1,0,both
4857,1,0,both
4861,1,0,both
4866,1,0,both
4871,1,0,both
4878,1,0,both
4883,1,0,both
4888,1,0,both
4899,1,0,both
4901,1,0,both
4930,1,0,both
4938,1,0,both
4942,1,0,both
4950,1,0,both
4954,1,0,both
4957,1,0,both
4968,1,0,both
4983,1,0,both
4990,1,0,both
4993,1,0,both
4996,1,0,both
5007,1,0,both
5014,1,0,both
5018,1,0,both
5019,1,0,both
5023,1,0,both
5055,1,0,both
5065,1,0,both
5079,1,0,both
5086,1,0,both
5104,1,0,both
5109,1,0,both
5117,1,0,both
5124,1,0,both
5126,1,0,both
5128,1,0,both
5132,1,0,both
5134,1,0,both
5135,1,0,both
5138,1,0,both
5149,1,0,both
5154,1,0,both
5155,1,0,both
5163,1,0,both
5165,1,0,both
5174,1,0,both
5176,1,0,both
5189,1,0,both
5198,1,0,both
5202,1,0,both
5214,1,0,both
5215,1,0,both
5218,1,0,both
5227,1,0,both
5229,1,0,both
5232,1,0,both
5235,1,0,both
5240,1,0,both
5242,1,0,both
5252,1,0,both
5266,1,0,both
5270,1,0,both
5284,1,0,both
5293,1,0,both
5297,1,0,both
5304,1,0,both
5310,1,0,both
5312,1,0,both
5313,1,0,both
5323,1,0,both
5328,1,0,both
5329,1,0,both
5330,1,0,both
5345,1,0,both
5350,1,0,both
5354,1,0,both
5356,1,0,both
5358,1,0,both
5365,1,0,both
5368,1,0,both
5381,1,0,both
5385,1,0,both
5386,1,0,both
5391,1,0,both
5397,1,0,both
5402,1,0,both
5403,1,0,both
5409,1,0,both
5410,1,0,both
5411,1,0,both
5415,1,0,both
5426,1,0,both
5427,1,0,both
5436,1,0,both
5438,1,0,both
5441,1,0,both
5448,1,0,both
5471,1,0,both
5481,1,0,both
5483,1,0,both
5488,1,0,both
5490,1,0,both
5491,1,0,both
5506,1,0,both
5519,1,0,both
5521,1,0,both
5529,1,0,both
5541,1,0,both
5547,1,0,both
5549,1,0,both
5550,1,0,both
5570,1,0,both
5572,1,0,both
5574,1,0,both
5587,1,0,both
5597,1,0,both
5605,1,0,both
5613,1,0,both
5614,1,0,both
5618,1,0,both
5624,1,0,both
5649,1,0,both
5651,1,0,both
5653,1,0,both
5657,1,0,both
5658,1,0,both
5663,1,0,both
5665,1,0,both
5666,1,0,both
5669,1,0,both
5671,1,0,both
5672,1,0,both
5674,1,0,both
5680,1,0,both
5687,1,0,both
5688,1,0,both
5689,1,0,both
5695,1,0,both
5697,1,0,both
5705,1,0,both
5707,1,0,both
5730,1,0,both
5738,1,0,both
5745,1,0,both
5749,1,0,both
5757,1,0,both
5770,1,0,both
5771,1,0,both
5782,1,0,both
5785,1,0,both
5795,1,0,both
5805,1,0,both
5806,1,0,both
5818,1,0,both
5819,1,0,both
5854,1,0,both
5855,1,0,both
5881,1,0,both
5884,1,0,both
5890,1,0,both
5898,1,0,both
5899,1,0,both
5912,1,0,both
5918,1,0,both
5925,1,0,both
5926,1,0,both
5933,1,0,both
5935,1,0,both
5936,1,0,both
5940,1,0,both
5942,1,0,both
5958,1,0,both
5960,1,0,both
5965,1,0,both
5969,1,0,both
5978,1,0,both
5980,1,0,both
5986,1,0,both
5988,1,0,both
5998,1,0,both
6005,1,0,both
6018,1,0,both
6027,1,0,both
6037,1,0,both
6038,1,0,both
6043,1,0,both
6048,1,0,both
6049,1,0,both
6055,1,0,both
6056,1,0,both
6061,1,0,both
6067,1,0,both
6069,1,0,both
6080,1,0,both
6086,1,0,both
6090,1,0,both
6093,1,0,both
6094,1,0,both
6096,1,0,both
6109,1,0,both
6111,1,0,both
6124,1,0,both
6125,1,0,both
6139,1,0,both
6141,1,0,both
6142,1,0,both
6144,1,0,both
6157,1,0,both
6159,1,0,both
6171,1,0,both
6184,1,0,both
