id,home_team_abbr,away_team_abbr,date,is_night_game,home_team_win,home_pitcher,away_pitcher,home_team_rest,away_team_rest,home_pitcher_rest,away_pitcher_rest,season2,season,home_batting_batting_avg_10RA,home_batting_onbase_perc_10RA,home_batting_onbase_plus_slugging_10RA,home_batting_leverage_index_avg_10RA,home_batting_RBI_10RA,away_batting_batting_avg_10RA,away_batting_onbase_perc_10RA,away_batting_onbase_plus_slugging_10RA,away_batting_leverage_index_avg_10RA,away_batting_RBI_10RA,home_pitching_earned_run_avg_10RA,home_pitching_SO_batters_faced_10RA,home_pitching_H_batters_faced_10RA,home_pitching_BB_batters_faced_10RA,away_pitching_earned_run_avg_10RA,away_pitching_SO_batters_faced_10RA,away_pitching_H_batters_faced_10RA,away_pitching_BB_batters_faced_10RA,home_pitcher_earned_run_avg_10RA,home_pitcher_SO_batters_faced_10RA,home_pitcher_H_batters_faced_10RA,home_pitcher_BB_batters_faced_10RA,away_pitcher_earned_run_avg_10RA,away_pitcher_SO_batters_faced_10RA,away_pitcher_H_batters_faced_10RA,away_pitcher_BB_batters_faced_10RA,home_team_season,away_team_season,home_team_errors_mean,home_team_errors_std,home_team_errors_skew,away_team_errors_mean,away_team_errors_std,away_team_errors_skew,home_team_spread_mean,home_team_spread_std,home_team_spread_skew,away_team_spread_mean,away_team_spread_std,away_team_spread_skew,home_team_wins_mean,home_team_wins_std,home_team_wins_skew,away_team_wins_mean,away_team_wins_std,away_team_wins_skew,home_batting_batting_avg_mean,home_batting_batting_avg_std,home_batting_batting_avg_skew,home_batting_onbase_perc_mean,home_batting_onbase_perc_std,home_batting_onbase_perc_skew,home_batting_onbase_plus_slugging_mean,home_batting_onbase_plus_slugging_std,home_batting_onbase_plus_slugging_skew,home_batting_leverage_index_avg_mean,home_batting_leverage_index_avg_std,home_batting_leverage_index_avg_skew,home_batting_wpa_bat_mean,home_batting_wpa_bat_std,home_batting_wpa_bat_skew,home_batting_RBI_mean,home_batting_RBI_std,home_batting_RBI_skew,away_batting_batting_avg_mean,away_batting_batting_avg_std,away_batting_batting_avg_skew,away_batting_onbase_perc_mean,away_batting_onbase_perc_std,away_batting_onbase_perc_skew,away_batting_onbase_plus_slugging_mean,away_batting_onbase_plus_slugging_std,away_batting_onbase_plus_slugging_skew,away_batting_leverage_index_avg_mean,away_batting_leverage_index_avg_std,away_batting_leverage_index_avg_skew,away_batting_wpa_bat_mean,away_batting_wpa_bat_std,away_batting_wpa_bat_skew,away_batting_RBI_mean,away_batting_RBI_std,away_batting_RBI_skew,home_pitching_earned_run_avg_mean,home_pitching_earned_run_avg_std,home_pitching_earned_run_avg_skew,home_pitching_SO_batters_faced_mean,home_pitching_SO_batters_faced_std,home_pitching_SO_batters_faced_skew,home_pitching_H_batters_faced_mean,home_pitching_H_batters_faced_std,home_pitching_H_batters_faced_skew,home_pitching_BB_batters_faced_mean,home_pitching_BB_batters_faced_std,home_pitching_BB_batters_faced_skew,home_pitching_leverage_index_avg_mean,home_pitching_leverage_index_avg_std,home_pitching_leverage_index_avg_skew,home_pitching_wpa_def_mean,home_pitching_wpa_def_std,home_pitching_wpa_def_skew,away_pitching_earned_run_avg_mean,away_pitching_earned_run_avg_std,away_pitching_earned_run_avg_skew,away_pitching_SO_batters_faced_mean,away_pitching_SO_batters_faced_std,away_pitching_SO_batters_faced_skew,away_pitching_H_batters_faced_mean,away_pitching_H_batters_faced_std,away_pitching_H_batters_faced_skew,away_pitching_BB_batters_faced_mean,away_pitching_BB_batters_faced_std,away_pitching_BB_batters_faced_skew,away_pitching_leverage_index_avg_mean,away_pitching_leverage_index_avg_std,away_pitching_leverage_index_avg_skew,away_pitching_wpa_def_mean,away_pitching_wpa_def_std,away_pitching_wpa_def_skew,home_pitcher_earned_run_avg_mean,home_pitcher_earned_run_avg_std,home_pitcher_earned_run_avg_skew,home_pitcher_SO_batters_faced_mean,home_pitcher_SO_batters_faced_std,home_pitcher_SO_batters_faced_skew,home_pitcher_H_batters_faced_mean,home_pitcher_H_batters_faced_std,home_pitcher_H_batters_faced_skew,home_pitcher_BB_batters_faced_mean,home_pitcher_BB_batters_faced_std,home_pitcher_BB_batters_faced_skew,home_pitcher_leverage_index_avg_mean,home_pitcher_leverage_index_avg_std,home_pitcher_leverage_index_avg_skew,home_pitcher_wpa_def_mean,home_pitcher_wpa_def_std,home_pitcher_wpa_def_skew,away_pitcher_earned_run_avg_mean,away_pitcher_earned_run_avg_std,away_pitcher_earned_run_avg_skew,away_pitcher_SO_batters_faced_mean,away_pitcher_SO_batters_faced_std,away_pitcher_SO_batters_faced_skew,away_pitcher_H_batters_faced_mean,away_pitcher_H_batters_faced_std,away_pitcher_H_batters_faced_skew,away_pitcher_BB_batters_faced_mean,away_pitcher_BB_batters_faced_std,away_pitcher_BB_batters_faced_skew,away_pitcher_leverage_index_avg_mean,away_pitcher_leverage_index_avg_std,away_pitcher_leverage_index_avg_skew,away_pitcher_wpa_def_mean,away_pitcher_wpa_def_std,away_pitcher_wpa_def_skew,predicted_probability,predicted_label
1207,HXK,RKN,2017/4/6,True,False,hoeinbr01,penniwa01,1.0,1.0,,,1.0,2017.0,-0.663907298,-1.287229111,-0.26328524,1.688944777,-0.886661874,-3.445524497,-2.15555227,-3.049845992,2.633915432,-2.656494319,-2.727981072,1.034357261,-3.368173815,1.35269538,-0.987426993,-1.984625836,-0.509671552,-0.989852614,,,,,,,,,HOU_2017,SEA_2017,0.630016112,1.247417052,-1.330107712,2.688560998,-5.014323913,,1.826964762,,0.00326703,-1.819792623,-5.0094527,0.00712294,4.364128398,,,-4.34797295,-8.468543056,,-0.959704226,-4.556078522,0.192129105,-2.031368351,-5.174829703,-1.980090753,-0.32153074,-7.232824716,4.03207865,2.879246135,8.436627404,,0.288274212,-5.597519327,-3.068742856,-1.335916334,-2.938990319,0.116812756,-5.384833856,-3.113533307,2.570545053,-3.371069257,-6.333902847,5.087384687,-4.643869809,-4.175228723,-5.530776779,4.794534001,,-5.960950822,-6.504362359,,-3.080935104,-4.198416759,-2.909226231,0.112221362,-4.274660099,-3.923603516,-1.935796022,1.347657481,-4.516621252,-1.522618717,-5.177331138,-2.221866698,3.318683369,1.887525135,0.414897574,-3.800752081,4.770474325,-2.766515237,-5.724162096,6.319597012,-5.409268287,3.182464943,-1.491255984,-4.478487118,-5.68313039,-2.722102297,-2.550185931,-2.866256246,-0.685812682,-4.18984775,0.917020983,-1.586624517,-1.725519694,1.995751899,2.90403366,8.670365408,3.601600683,-0.297336345,-5.576850911,3.26407241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7649249511714139,1
1363,PJT,GLO,2017/4/6,False,True,kochaja01,diazjh01,2.0,2.0,,,1.0,2017.0,-0.250177183,-0.441665921,-1.081573439,-1.486849757,-1.182511111,-1.907515668,0.68814305,1.347691394,-3.620719939,1.479367574,1.38224222,-2.771518438,-2.413107366,3.898384826,-1.036659129,1.930459136,-0.009800375,-1.523621496,,,,,,,,,CHW_2017,DET_2017,2.692677538,-4.94663563,,2.688560998,-5.014323913,,-2.772054341,-6.174300636,,2.707292775,-6.204926518,,-4.381710582,-8.552904766,,4.324645264,-8.468543056,,-0.304071465,,,-0.691756923,,,-1.592096657,,,-2.644940099,,,-2.080173166,,,-1.806174523,,,-2.9137507,,,1.175209347,,,2.265876811,,,-6.636019561,,,4.667835666,,,2.461519406,,,2.344623288,,,-3.788887936,,,-3.659406223,,,5.651453979,,,-6.62778089,,,-4.569023927,,,-1.567050245,,,2.633673055,,,0.092634804,,,-2.360540022,,,-2.652155776,,,1.95798854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4325269979207774,0
230,HXK,JBM,2017/4/7,True,False,henryto01,estesjo01,1.0,1.0,,,1.0,2017.0,-0.965585506,-1.230316204,-0.374338639,1.516347248,-1.182511111,-2.619131694,-2.090677092,-2.322084523,1.213448791,-2.656494319,-2.113651452,0.66408102,-2.842789714,1.328055336,2.962084306,-0.46426944,-0.241993824,6.114158699,,,,,,,,,HOU_2017,KCR_2017,-0.4013146,0.742965062,-0.322886899,-3.517354098,-5.014323913,,0.907160942,-3.447813196,-1.689330936,-4.837849555,-2.552693677,0.944816608,2.177668653,-0.892013019,-2.610755531,-4.34797295,-8.468543056,,-1.437769781,-4.595015726,2.313281303,-1.941202197,-5.642932624,-2.767311833,-0.493964686,-6.804148079,-4.757055992,2.579018622,5.487836398,3.348502315,-0.92424894,-3.255344611,-2.794684964,-1.806174523,-3.164075702,1.160557579,-4.057087683,0.140689901,,-3.267351875,0.164286669,1.082966537,-3.500355404,0.417279767,4.541644235,2.198584108,0.667230488,3.637284578,-3.626469308,-5.891685122,3.970100572,-4.198416759,-4.779857795,1.860314529,,-2.661195268,-0.70780372,0.847919477,-3.888236761,-0.943198811,-4.342317388,-2.281637003,-0.889475725,1.851093602,-1.004023709,-3.11557704,5.396752084,-3.306114221,-6.762412206,4.2335316,-0.477643282,-3.88042479,4.589128047,-1.620750931,-2.197987803,-0.642278393,-1.44642242,3.626236327,-0.268959172,-6.319360698,3.95233856,8.713534764,-2.994525542,3.748851514,-0.316945723,-2.342287697,-6.426853877,-2.965786161,,-4.08827434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5307470432791358,1
2332,MZG,HAN,2017/4/7,False,False,,hanifbr01,1.0,1.0,,,1.0,2017.0,-1.28450247,-0.734360871,-0.329527618,-0.106069524,-1.774209586,1.570220713,1.942396499,2.168358583,1.121805782,0.002274041,0.040634483,-0.782429919,1.31507474,-1.913926107,-0.872552011,-0.644725414,1.019757109,-1.889126209,,,,,,,,,PHI_2017,WSN_2017,-3.495306739,-4.94663563,,-3.517354098,-5.014323913,,-1.239047973,-3.697249921,1.303680279,0.896458616,-4.134305126,-1.729510038,-1.466430922,-0.212782208,1.609148289,,-0.205671101,-1.575820493,-1.943153368,0.085351761,0.610996508,-1.155468571,3.372674958,-3.992988225,-0.424386076,4.764845858,,-0.243119997,-1.450197548,-3.849238791,-2.358814034,0.357108896,-2.994140895,-2.7466909,-1.838230021,-4.739302802,2.673847778,-1.116797946,-0.424873321,,,4.325525976,3.555371778,-5.113575861,-0.02006161,2.03110347,0.873154244,-1.501058735,1.396268565,-0.820275371,-2.842497181,0.082970776,-2.909226231,0.112221362,0.184039501,-0.134498348,1.328207342,-1.104343215,-1.046326128,3.680889005,2.265941177,1.815710259,1.12535152,-2.942337697,-5.636641419,,2.014852185,-4.2357844,-2.136903347,0.179563298,1.516971721,-1.782550075,-1.314402709,-3.827303483,-5.33152688,-0.889139359,-2.238309621,-1.060678874,1.695960763,-0.013894529,2.087256236,-2.890488047,-0.253371817,-2.256173846,2.90403366,1.192870565,3.782930471,0.786062712,-1.237727084,-2.758644904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5023677007957955,1
323,VQC,PDF,2017/4/8,True,True,colege01,gsellro01,1.0,1.0,,,1.0,2017.0,-0.640922291,-1.08125859,-1.471234487,1.435801735,-1.478360348,-0.943390731,-1.874426497,-1.413350455,2.238704955,-1.844092876,-0.546146724,-0.931180801,0.923504383,,0.116193373,-2.561240966,-0.685863331,1.3965295,,,,,,,,,PIT_2017,ATL_2017,,-1.849609289,-4.512514326,,0.492383462,-1.824857424,-1.239047973,-3.697249921,1.303680279,-2.046146893,-1.766956391,0.461860659,-1.466430922,-0.212782208,1.609148289,-2.179818397,-0.878610518,2.594096131,-0.923280184,1.847151397,-1.761000222,-1.705052747,4.597742639,-0.890949982,-2.197128047,3.366904447,-0.341655886,2.43891245,-1.4332015,-4.086598039,-5.850532412,7.278162349,-1.091616082,-2.276432711,-0.974242488,-3.197068781,-1.364713498,-3.449065405,4.436251828,-2.921627266,-1.745644282,0.077806218,-2.072483028,-5.14959241,-0.368555247,4.072273749,3.406583869,0.710471003,,-5.604640576,,-2.890215012,-2.55426563,-3.591047466,-0.760938623,-2.646889202,1.038309158,-1.305102705,-4.031594721,-3.366484515,1.643602908,-1.40830238,-4.357308675,-1.619676839,,0.103377237,4.352955819,3.577674806,-4.610554888,3.708978361,0.874717333,-0.884207948,0.207798695,-0.965200816,-4.964822414,,2.404821411,1.755141874,-0.960195469,-0.52644205,-2.080515518,1.873408807,3.026991454,3.821015105,0.578889168,-2.687365444,0.927256414,0.838757219,3.675262832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4869821804679882,0
757,KJP,GUT,2017/4/9,True,True,oswalco01,taillja01,1.0,1.0,6.0,6.0,1.0,2017.0,-1.663755075,-1.202672792,-1.551504662,-0.575534803,-1.182511111,1.501354646,,0.467409703,-0.376557417,0.593111454,-0.39463045,0.603309054,-0.019023759,-0.0624389,-0.716650249,0.173921602,0.073960915,0.828768506,-1.387443306,1.335058315,-0.129680514,-2.328612191,-1.49019526,,-0.259034878,-0.777188353,,MIA_2017,-1.020113028,-1.728111445,-2.002629361,-3.517354098,-5.014323913,,-0.748485935,1.164821308,0.430931042,1.62079228,-0.853261423,0.642030268,-0.88337499,0.114404841,0.931766654,0.855597979,0.11848537,-0.906462834,-2.544150066,-0.067803913,-2.021210345,-1.897407208,0.876157343,0.144771148,-2.321764513,-1.461848267,-1.520297911,-1.059738832,,0.410442715,-2.210786073,1.698951001,-2.119898358,-1.806174523,-1.31472326,-0.654049314,2.563202264,-1.170325196,-3.685500851,2.367959246,1.759727138,-5.36495053,,-1.006858392,,-0.707204966,2.075797741,2.260989819,1.135629195,-1.094855657,-1.215205266,1.034390228,-1.09413324,-1.566294806,-0.516930187,0.626841177,-1.417010968,0.765899466,-2.19662903,1.823019357,0.145605623,-2.628345392,-0.303664562,-0.204821495,4.226187402,-2.710376802,-0.540361072,4.561734147,3.956846861,0.906649304,0.226352766,-1.286956091,-1.07438755,-1.58063441,-0.423912773,0.230757027,1.445447172,1.716034689,0.223075942,1.645626539,-3.294625266,1.050207883,-2.21058413,-0.458576174,-0.767882837,0.600805161,1.894866128,0.195041126,-1.478010777,-1.248360334,-1.451127421,,,1.382718012,,,-0.099221564,,,-2.451245899,,,1.065876263,,,3.539004538,,,-1.580755338,,,1.567198661,,,-0.237557992,,,-0.843169933,,,2.054249317,,,,,,0.40982855218683056,0
1259,GKO,JEM,2017/4/9,False,False,parkebl01,castehu01,1.0,1.0,5.0,5.0,1.0,2017.0,0.031389145,0.078680657,0.356275825,0.020501997,-0.738737256,-0.323596128,0.628674136,0.401214378,-1.260912454,-0.145435313,-0.718324308,,-0.431247106,0.554917232,-1.344359974,0.762165758,-0.743415168,-2.034875059,,1.790345755,2.261107328,-1.126222214,0.104430738,-0.471147281,1.296575005,0.420993955,COL_2017,LAD_2017,-3.495306739,-4.94663563,,0.619922633,-0.064162107,-1.525313916,0.293958395,-2.637698871,-4.062748147,2.103681389,1.754930418,1.180102212,2.906488568,-1.959458954,-4.04810525,-0.011663843,0.295556132,0.007896732,0.142123053,-0.25264699,1.018515708,0.13261934,1.450533868,3.01606508,0.640469169,-1.766494609,-0.246247939,-0.022953155,-4.531640906,-3.220229244,0.423240882,-1.198554768,0.384678791,,-1.666836435,-1.343657562,-0.368903868,0.365940574,5.016184184,1.080135079,2.515045173,2.46741249,0.778699831,3.693422777,2.376546607,-2.323393126,-0.438086613,,-1.452212057,2.267964157,0.070728962,-0.154884087,3.435798281,0.593330521,-1.038220937,-1.291190756,-1.73004902,2.599954113,-0.375749442,-1.287936469,-0.50955726,0.038487115,2.574609372,,-0.073370664,-0.589700884,3.810181761,0.707918578,-4.65005766,3.976224432,-0.731812267,-0.678047737,-2.040764375,-3.306990029,-0.988170048,,-2.1556508,3.479897696,-1.049820727,0.812778045,0.230554591,-3.101810397,-0.102530775,1.783197895,-3.23595829,-2.814409885,-1.72808504,,-3.24515233,1.342174283,0.821411553,,,1.856955846,,,2.445270363,,,-1.202470054,,,0.437349692,,,-2.634555611,,,0.118638475,,,-0.497653451,,,1.420553187,,,0.40466334,,,-1.031818801,,,-1.393143482,,,0.5520214204295377,1
1512,STC,UPV,2017/4/9,False,False,rodrich01,leakemi01,1.0,1.0,,5.0,1.0,2017.0,-0.241557806,-1.067707898,-0.365571265,1.257450955,,0.523456495,0.331329569,-0.062152898,-0.582754187,-0.824898338,-1.17149571,0.29103634,0.428817435,1.062594535,0.377944226,0.55939017,0.776123617,,,,,,-1.49019526,-1.89699385,-1.511300834,0.554908448,BAL_2017,NYY_2017,-1.948310669,-2.101835284,-0.322886899,0.20619496,0.29874727,-1.034073036,1.137111897,-5.543241418,2.847156647,-0.733292127,-1.630774358,2.450590798,,-8.552904766,,-2.613449307,-1.457263706,,-0.290412449,-1.973843778,1.793949759,-1.683584615,2.208866753,3.21674804,-0.480351479,-4.111260968,-1.864122371,2.128677353,0.187443876,-3.479371987,1.913316461,-1.995496028,-1.666078619,-0.042706316,-2.993667188,-1.114013404,0.992035959,-5.983768112,3.234669171,0.604763742,-3.767368895,1.580068309,0.050621776,-3.35731002,-0.222241984,-1.084036402,-1.297035506,-1.666030837,-1.291574945,-3.856140998,2.061498322,-1.249016457,-2.622196573,-3.063225735,-1.768027986,-2.310457517,-1.888312944,0.344445087,-0.886012302,0.516335764,0.85737736,-5.521772035,1.361101072,1.458596563,0.719388296,-4.665437075,6.054343731,-2.584202664,1.410524846,4.680782258,-1.927718327,1.729427688,0.610771515,-0.393951573,-4.823429854,0.758072033,-2.871032238,-1.921237201,1.316551252,-0.252101077,-0.91123762,-0.981478214,-2.919822181,-2.70511751,-1.106085672,0.718005863,1.661750734,-2.607463516,-0.771530568,4.464427512,,,,,,,,,,,,,,,,,,,-1.580755338,,,-1.988476676,,,-1.572337491,,,,,,-0.581767201,,,2.557754005,,,0.625986013859908,1
2298,GLO,RLJ,2017/4/9,False,False,matusbr01,schrejo01,1.0,,,6.0,1.0,2017.0,-1.379315621,1.103112983,1.002139011,-1.74574605,0.148810455,0.037950723,0.274563788,-0.365257808,2.255888019,-0.736272726,-0.08884306,-0.335063085,-0.013099054,-0.022567891,-0.57510786,-0.002236388,-1.436950868,1.440708996,,,,,-0.231279999,-0.44228399,0.159783167,-1.175678849,DET_2017,BOS_2017,2.692677538,-0.301096118,-2.921311019,-0.41439655,-1.693654423,-2.938427055,-0.472544789,1.076017792,-2.622038629,0.217395806,-2.713150295,-0.451204615,2.177668653,-0.892013019,-2.610755531,-0.011663843,0.295556132,0.007896732,-2.093402543,-0.955947654,2.809107308,1.755610108,-1.04794468,3.993437986,1.643308697,-2.101968753,-3.433835116,-3.095281368,-0.425828513,3.541357056,3.1574044,,-0.457714934,0.309987325,-2.169589488,-3.78318633,0.211985082,-2.716488893,0.799630377,0.514011032,-5.273235458,-1.646930968,-0.425639809,-3.53227976,-1.188790784,4.103676368,,-2.843932051,-2.798396307,0.249281284,,-1.106303539,-2.146682646,-3.814214213,-0.024476799,,-1.367072617,-0.500560999,-1.432624304,0.848640375,0.15502199,-4.147652031,,-0.145870219,-0.892847842,4.050508439,0.480471675,0.520243613,1.044788436,0.089008844,-0.444536439,-1.786887831,-0.85647905,-0.544642916,-2.945342474,-0.010224364,-3.052694876,3.678130996,-2.129861238,-2.449517824,-1.992892899,1.937464989,5.410354816,-1.050192586,2.420886752,-1.39937379,-5.921930103,2.587160949,8.669682143,1.567170883,,,,,,,,,,,,,,,,,,,-0.239128643,,,-0.467474843,,,0.208856556,,,-1.258173307,,,-0.260301772,,,2.439976573,,,0.5352120958307941,1
102,JBM,QDH,2017/4/10,False,False,jonesja09,wilsoty01,1.0,1.0,5.0,5.0,1.0,2017.0,-1.364949992,-1.298069664,-0.914019189,1.297723712,-1.034586493,-0.608898406,-0.419368924,-0.259909358,-1.116902012,-0.926184752,0.759648075,-1.092233887,-0.013604593,3.547553959,0.502431197,-0.41835295,-0.500371705,-0.301317307,0.081626878,-0.030804007,-1.922771396,3.944726819,1.576393197,-0.607591929,2.90875252,0.299253506,KCR_2017,OAK_2017,-3.495306739,-4.94663563,,2.688560998,2.085566101,-1.354995881,-1.39234861,0.437615445,-0.141787901,-0.914375543,0.29601444,0.103320636,-1.466430922,-0.212782208,1.609148289,-0.631136573,,0.654446582,-2.070637516,-0.900757655,-1.326839453,-2.048542856,-0.175146364,1.50938711,-1.33193316,-0.568774307,-2.347908773,,-2.352434311,1.892567531,-0.94819464,-1.448803139,2.603298255,-1.571045429,-1.371537394,-0.051518021,-0.827292428,-3.506466761,-0.175895169,-0.595394542,-2.620004401,-0.85821368,-0.260108278,-1.476179308,-0.655754502,-2.060209265,-3.389902553,-1.014160178,0.20167145,-2.084785982,-0.648225462,-1.412116935,-1.410706309,-4.292255629,1.341970442,0.399870909,-1.426312561,-1.522465686,-1.344712387,,0.154218518,-4.805418987,0.455062703,5.132733041,2.277475345,-2.585715447,2.327991064,1.587846468,1.904925637,-1.262682031,-1.564444998,2.746953218,,1.81929379,-1.455001823,-0.579465349,0.255423475,-1.484895197,-0.671330065,1.936163996,-0.852458218,-0.588312012,,-0.243758722,-2.617645283,-0.967144592,-0.179418241,-1.102508406,2.013505576,-0.963324497,0.094199081,,,-0.039995489,,,,,,4.064106338,,,-0.882556108,,,,,,1.687309687,,,-0.640315961,,,3.138959318,,,0.277878142,,,-1.288991145,,,-2.945664175,,,0.5010501945633294,1
2217,MZG,KJP,2017/4/11,True,False,cabrege01,verlaju01,1.0,1.0,5.0,5.0,3.393833217,,0.4639998,0.738405783,0.870628408,0.130635658,0.719376841,-1.740269506,-1.35542507,-1.310075794,-0.478673913,-0.926184752,-0.137249558,0.381822269,0.301936954,0.143725812,-0.772915546,0.627818522,-0.024827738,-0.486280667,0.57131694,-1.482032723,2.261107328,0.076167763,-0.692882261,-0.607591929,-1.793431899,-2.25729591,PHI_2017,NYM_2017,-1.727311231,-0.348743937,1.67209727,-0.8576762,-1.727713472,-2.286883763,1.169962033,1.643435275,4.373197233,-0.008958464,0.342953251,-0.651882941,-0.633493876,0.202400088,,0.607808887,,-0.638653118,0.827675564,0.888920402,0.984717391,1.177810673,0.666284763,-3.738721711,1.439110603,2.698412924,-0.99089526,0.168620592,-0.355112786,-3.727926813,-0.369144086,0.863497199,0.025000689,1.216913831,4.183311433,2.345807378,-2.645040165,-0.795463208,-1.507266923,-2.091888205,-0.711037585,0.711138539,-1.910209992,-2.391427155,-3.071321504,-0.893826249,-1.459089687,-0.324986218,-0.800936844,1.014420038,-3.239587614,-1.412116935,-2.026210908,-1.955715587,-0.10243274,-1.612026148,0.46039979,0.466973011,1.252240505,2.084760862,0.655721189,1.13313882,-0.261758279,0.100003317,-0.100888884,0.371536641,-0.669195354,0.000948579,-4.231686149,-0.587783156,,0.308986532,-1.161009562,-0.189071553,-0.347080962,0.851680954,,0.128103854,0.069232749,-2.402956749,-0.413634354,-0.856491775,3.404259921,-1.844321265,0.471043876,3.082201771,1.916901627,1.636401494,-0.809855132,-2.729916544,0.609307916,,,-1.551628584,,,2.445270363,,,0.046305792,,,3.642835207,,,-1.920606479,,,-0.731058431,,,-0.640315961,,,-1.873058564,,,-2.384611035,,,-0.967525716,,,1.733311982,,,0.5714471944361029,1
123,VJV,DPS,2017/4/12,True,False,godleza01,armstsh01,1.0,1.0,5.0,5.0,1.0,2017.0,1.676253663,1.477112086,,-0.045660389,0.703527775,-0.889281678,-0.706673286,0.013830708,-1.323098782,0.719719471,-0.206612528,-0.033073529,-0.65403353,-0.917665167,0.345357241,-0.977927383,0.077051084,1.251175316,,0.838381107,-0.863217693,-1.016914034,1.699056735,,0.253401319,1.051179805,LAA_2017,TEX_2017,1.145681469,-0.601131323,-2.192281924,2.688560998,0.006056462,-2.938427055,0.792185464,-2.220725964,-0.596677854,-0.138303761,-0.1717043,1.701844617,2.177668653,-0.892013019,-2.610755531,-1.870082032,-0.550110178,2.132676356,2.74871858,-0.475656429,-3.109257133,2.348130547,-1.377017319,-2.318937504,1.793053966,-0.407732956,-4.076248759,-0.138040368,-2.654536402,-3.587564466,3.913326598,2.312311765,-0.480323783,1.191721428,-0.411565196,,-1.277777737,-0.494991441,-4.713438662,-1.054714379,0.942905469,-4.925466299,0.170013022,0.036468198,-4.543882077,-2.437040702,,1.981225087,0.050407529,-0.188517734,-1.745291056,1.238265825,0.036358932,-0.912385963,-0.214137901,-1.326869684,-3.966512124,-0.092985137,-1.21379416,-0.386544824,-0.863640544,-3.061895635,-0.968671359,-1.469316196,-0.71956576,1.473195188,-1.163507442,-1.672903597,,-0.676286725,-1.491759459,0.830200419,0.560602933,-0.720204179,-2.063703691,-1.344954471,-0.999831325,-0.829483033,0.227888251,-4.449992179,-1.040357008,,-3.95466862,-1.032875325,1.713421638,-0.15051378,,-2.777290383,1.449679814,-0.391039617,-0.996619626,,,,,,-0.879917951,,,-1.088944977,,,0.374497035,,,1.491650407,,,1.818032288,,,0.240834834,,,0.308643338,,,1.060963194,,,-1.803335831,,,-1.039811187,,,0.6223774850426058,1
207,SAJ,RAV,2017/4/12,True,False,carraca01,brighje01,1.0,1.0,6.0,6.0,1.0,2017.0,-1.821366547,-1.34298053,-1.893181735,2.418785757,-1.055718581,-0.667926463,-0.589087025,0.112335656,1.087439653,-0.293144666,0.386957396,0.42049123,,0.529262203,-0.029451694,-0.547295898,-0.078827582,2.215567336,-1.000845889,,0.542728566,0.076167763,-1.047243594,-0.732171825,-1.91609758,,TOR_2017,MIL_2017,-0.843313477,-1.695435235,-2.271704989,1.912821611,1.980790703,-0.923832597,-1.195247791,-2.989521145,,-0.574844138,-2.067729894,1.187130186,-3.132305013,-2.361969332,4.633048741,-1.09574112,0.017259494,1.164480264,-2.793914928,-1.021882667,1.062383661,-2.119694379,-0.970509341,0.441880124,-2.852290608,-1.451579388,4.25196381,4.148779617,2.229492721,-4.471855229,-3.156796699,1.028282842,1.59222659,-1.604635299,-1.324817713,2.082120808,-0.922131441,-1.0990341,0.615722107,-0.866726623,-2.261514694,-1.894862343,0.32479152,-1.184854397,1.67902932,1.96829823,1.189564235,-1.354567343,-2.012745079,-2.637411363,-1.509312592,-0.39273895,-1.979054158,-3.819873835,0.741773069,0.625302236,0.870447949,0.519162018,0.088098959,-1.526299371,0.919533666,-2.134324729,-0.392941993,0.670038104,3.641196244,-1.040498177,1.281212524,3.061393428,3.612706035,-1.540024767,,-3.153893181,-0.016425993,0.013704986,-0.585084552,-0.755857296,-1.542192017,-3.112635181,,1.711986038,0.804120031,3.060937908,-0.189036414,-2.501789607,1.575379664,-1.464265033,-0.709932329,0.280722393,3.360826538,1.16326473,-1.044462552,,,-0.188194812,,,0.61641679,,,0.046305792,,,,,,1.827626469,,,-1.108701501,,,-0.770573035,,,-2.003806857,,,0.162117743,,,0.832680687,,,2.000987964,,,0.5010037966195691,1
